country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,last_updated,scraped_at,prk
AT,Austria,BASG,NovoRapid PumpCart 100 Einheiten/ml Injektionslösung in einer Patrone,INSULIN ASPART,100 U/ml,Injektionslösung,5 Stück,"Glas 1,6ml",A10AB05,"Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark","Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,,2025-09-15,2026-12-31,2026-07-06,2026-09-23T20:51:08.332489,121495
AT,Austria,BASG,Duloxetin STADA 30 mg magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,30 mg,magensaftresistente Hartkapsel,28 Stück,28 Hartkapseln in PVC/PCTFE/PVC/Aluminium Blister,N06AX21,"STADA Arzneimittel Gesellschaft m.b.H., Muthgasse 36/2, 1190 Wien, Österreich","STADA Arzneimittel Gesellschaft m.b.H., Muthgasse 36/2, 1190 Wien, Österreich",resolved,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-10-09,2026-12-15,2026-09-22,2026-09-23T20:51:08.332500,79057
AT,Austria,BASG,Duloxetin STADA 30 mg magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,30 mg,magensaftresistente Hartkapsel,14 Stück,14 Hartkapseln in PVC/PCTFE/PVC/Aluminium Blister,N06AX21,"STADA Arzneimittel Gesellschaft m.b.H., Muthgasse 36/2, 1190 Wien, Österreich","STADA Arzneimittel Gesellschaft m.b.H., Muthgasse 36/2, 1190 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-10-09,2026-12-15,2026-09-22,2026-09-23T20:51:08.332511,79057
AT,Austria,BASG,Mytolac 120 mg Injektionslösung in einer Fertigspritze,LANREOTID ACETAT,120 mg,Injektionslösung in einer Fertigspritze,1 Stück,1 Fertigspritze aus Polypropylen mit Kolbenstopfen aus einem thermoplastischem Elastomer versiegelt mit einer Kappe aus Polypropylen,H01CB03,"Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland","Amdipharm Limited, 3 Burlington Road -, D04 RD68 Dublin 4, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-08-01,2027-02-02,2026-05-08,2026-09-23T20:51:08.332522,214183
AT,Austria,BASG,Palibon 100 mg Depot-Injektionssuspension in einer Fertigspritze,PALIPERIDON PALMITAT,100 mg,Depot-Injektionssuspension in einer Fertigspritze,1 Stück,"1 Fertigspritze und 2 Kanülen, Fertigspritze (Cyclo-Olefin-Copolymer) mit Kolbenstopfen (Chlorbutylkautschuk), Rücklaufsperre und Spitzenkappe (Chlorbutylkautschuk) mit einer 22-G 1½-Zoll-Sicherhei",N05AX13,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-07,2026-09-25,2026-07-21,2026-09-23T20:51:08.332532,96989
AT,Austria,BASG,Amlodipin/Valsartan/HCT Sandoz 5 mg/160 mg/25 mg – Filmtabletten,"AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, VALSARTAN",5/160/25 mg,Filmtablette,28 Stück,"PVC/PVDC/Alu, n/a",C09DX01,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-02,,2026-09-02,2026-09-23T20:51:08.332540,123439
AT,Austria,BASG,Abilify Maintena 400 mg Fertigspritze mit Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,ARIPIPRAZOL,400 mg,Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,1 Stück Fertigspritze und drei Sicherheitskanülen,N05AX12,"Otsuka Pharmaceutical Netherlands B.V., Herikerbergweg 292, 1101 CT Amsterdam, Niederlande","Otsuka Pharmaceutical Netherlands B.V., Herikerbergweg 292, 1101 CT Amsterdam, Niederlande",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-16,2027-01-01,2026-06-19,2026-09-23T20:51:08.332550,112852
AT,Austria,BASG,Oxaliplatin Accord 5 mg/ml Konzentrat zur Herstellung einer Infusionslösung,OXALIPLATIN,5 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,1 x 40 ml (Durchstechflasche),L01XA03,"Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande","Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande",resolved,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-19,2026-10-31,2026-09-17,2026-09-23T20:51:08.332561,79774
AT,Austria,BASG,Oxaliplatin Accord 5 mg/ml Konzentrat zur Herstellung einer Infusionslösung,OXALIPLATIN,5 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,1 x 20 ml (Durchstechflasche),L01XA03,"Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande","Accord Healthcare B.V., Winthontlaan 200, 3526 KV Utrecht, Niederlande",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-19,2026-12-31,2026-09-17,2026-09-23T20:51:08.332571,79774
AT,Austria,BASG,Mivacron  2 mg/ml - Injektionslösung,MIVACURIUM CHLORID,2 mg/ml,Injektionslösung,5 Stück,5 x 10 ml Klarglasampullen Typ I,M03AC10,"Aspen Pharma Trading Limited, Unit Lake Drive Citywest Business Campus 3016, D24 X586 Dublin 24, Irland","Aspen Pharma Trading Limited, Unit Lake Drive Citywest Business Campus 3016, D24 X586 Dublin 24, Irland",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-05,2026-12-31,2026-09-11,2026-09-23T20:51:08.332581,38695
AT,Austria,BASG,Mivacron  2 mg/ml - Injektionslösung,MIVACURIUM CHLORID,2 mg/ml,Injektionslösung,5 Stück,5 x 5 ml Klarglasampullen Typ I,M03AC10,"Aspen Pharma Trading Limited, Unit Lake Drive Citywest Business Campus 3016, D24 X586 Dublin 24, Irland","Aspen Pharma Trading Limited, Unit Lake Drive Citywest Business Campus 3016, D24 X586 Dublin 24, Irland",resolved,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-10,2026-10-30,2026-09-11,2026-09-23T20:51:08.332591,38695
AT,Austria,BASG,Kreon micro Granulat,PANKREAS(EXTRAKT),,magensaftresistentes Granulat,20 g,20 g Granulat in Glasflasche,A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-09-15,2026-12-31,2026-04-09,2026-09-23T20:51:08.332601,77135
AT,Austria,BASG,"BRIMOGEN 2 mg/ml Augentropfen, Lösung",BRIMONIDIN TARTRAT,2 mg/ml,"Augentropfen, Lösung",1 Stück,1 x 5 ml in Tropfflasche aus Hochdruckpolyethylen(LDPE) mit einer Tropfspritze aus Hochdruckpolyethylen(LDPE) und einer weißen Schraubkappe aus Niederdruckpolyethylen(HDPE),S01EA05,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-02-18,2026-11-05,2026-02-13,2026-09-23T20:51:08.332611,
AT,Austria,BASG,Atozet 10 mg/10 mg Filmtabletten,"EZETIMIB, ATORVASTATIN CALCIUM TRIHYDRAT",10/10 mg,Filmtablette,30 Stück,OPA-Al-PVC/Al-Blister,C10BA05,"Organon Healthcare GmbH, Pestalozzistraße 31, 80469 München, Federal Republic of Germany","Organon Healthcare GmbH, Pestalozzistraße 31, 80469 München, Federal Republic of Germany",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-20,2026-10-15,2026-08-28,2026-09-23T20:51:08.332621,122793
AT,Austria,BASG,Rasilez 150 mg Filmtabletten,ALISKIREN,150 mg,Filmtablette,28 Stück,(PA/Alu/PVC),C09XA02,"Lxo Ireland Designated Activity Company, D'Olier Chambers 16a D'Olier Street -, D02 H589 Dublin 2, Irland","Lxo Ireland Designated Activity Company, D'Olier Chambers 16a D'Olier Street -, D02 H589 Dublin 2, Irland",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-03-01,,2026-01-30,2026-09-23T20:51:08.332630,85065
AT,Austria,BASG,Pravastatin ratiopharm GmbH 20 mg Tabletten,PRAVASTATIN NATRIUM,20 mg,Tablette,30 Stück,30 Stück in transparentem PVC/PE/PVDC/Alu-Blister,C10AA03,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,,2026-08-26,2026-09-23T20:51:08.332638,31089
AT,Austria,BASG,Sertralin Viatris 100 mg Filmtabletten,SERTRALIN HYDROCHLORID,100 mg,Filmtablette,28 Stück,28 Stück (Alu/PVC Blister),N06AB06,"Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland","Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-29,2026-09-30,2026-07-02,2026-09-23T20:51:08.332648,39411
AT,Austria,BASG,Simvastatin - ratiopharm 80 mg Filmtabletten,SIMVASTATIN,80 mg,Filmtablette,30 Stück,30 Stück (PVC/PE/PVDC/Aluminium - Blisterpackung),C10AA01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,,2026-08-28,2026-09-23T20:51:08.332657,76368
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 1 g in 20 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-24,,2025-03-11,2026-09-23T20:51:08.332666,77968
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 10 g in 200 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-24,,2025-03-11,2026-09-23T20:51:08.332674,77968
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,1 Durchstechflasche mit 5 g in 100 ml Lösung,J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-24,,2025-03-11,2026-09-23T20:51:08.332682,77968
AT,Austria,BASG,Intratect 50 g/l Infusionslösung,IMMUNGLOBULIN,50 g/l,Infusionslösung,1 Stück,"1 Durchstechflasche mit 2,5 g in 50 ml Lösung",J06BA02,"Biotest Pharma GmbH, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany","BASG, Landsteinerstraße 5, 63303 Dreieich, Federal Republic of Germany",verfügbar gemäß §4 (1),Verknappung des Wirkstoffes,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2020-11-24,,2025-03-11,2026-09-23T20:51:08.332691,77968
AT,Austria,BASG,Nimvastid 6 mg Hartkapseln,RIVASTIGMIN,6 mg,Hartkapsel,60 Stück,(PVC/PVDC/Alu),N06DA03,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-08,2026-10-31,2026-09-08,2026-09-23T20:51:08.332701,50199
AT,Austria,BASG,Pregabalin Sandoz 50 mg Hartkapseln,PREGABALIN,50 mg,Hartkapsel,21 Stück,21 Stück Kapseln in Blister (PVC/PVDC/Aluminium),N02BF02,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-07,,2026-09-07,2026-09-23T20:51:08.332709,
AT,Austria,BASG,Galantamin Actavis 8 mg Retardkapseln,GALANTAMIN HYDROBROMID,8 mg,"Hartkapsel, retardiert",28 Stück,28 Retardkapseln (transparente PVC/PE/PVDC-Alu-Blister),N06DA04,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-04,,2026-05-15,2026-09-23T20:51:08.332718,76767
AT,Austria,BASG,Galantamin Actavis 8 mg Retardkapseln,GALANTAMIN HYDROBROMID,8 mg,"Hartkapsel, retardiert",7 Stück,7 Retardkapseln (transparente PVC/PE/PVDC-Alu-Blister),N06DA04,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-20,,2026-05-15,2026-09-23T20:51:08.332726,76767
AT,Austria,BASG,Efavirenz Sandoz 600 mg - Filmtabletten,EFAVIRENZ,600 mg,Filmtablette,30 Stück,"30 Tabletten in weiße, undurchsichtige PVC/Aclar/Al-Blister",J05AG03,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-03,,2026-06-03,2026-09-23T20:51:08.332735,66834
AT,Austria,BASG,Hukyndra 40 mg Injektionslösung im Fertigpen,ADALIMUMAB,40 mg,Injektionslösung im Fertigpen,2 Stück,"0,4 ml konservierungsmittelfreie, sterile Injektionslösung in einem vorgefüllten, nadelbasierten Injektionssystem (Autoinjektor), das eine Glas-Fertigspritze Typ-I mit einer festen 29-Gauge-Nadel  u",L04AB04,"STADA Arzneimittel AG, Stadastraße 2-18, 61118 Bad Vilbel, Federal Republic of Germany","STADA Arzneimittel AG, Stadastraße 2-18, 61118 Bad Vilbel, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-07-17,2026-11-30,2026-09-01,2026-09-23T20:51:08.332744,
AT,Austria,BASG,Rapifen 1 mg - Ampullen,ALFENTANIL HYDROCHLORID,,Injektionslösung,5 Stück,5 x 2 ml,N01AH02,"Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande","Piramal Critical Care B.V., Rouboslaan 32, 2252 TR Voorschoten, Niederlande",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-08-08,2026-03-31,2025-05-21,2026-09-23T20:51:08.332756,55727
AT,Austria,BASG,"Risperidon ratiopharm 37,5 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension",RISPERIDON,"37,5 mg",Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,"1 Durchstechflasche aus Klarglas, verschlossen mit einem grauen Stopfen aus Chlorbutylgummi und versiegelt mit einer grünen Aluminium-Flip-off-Kappe, mit Pulver zur Herstellung einer Injektionssuspen",N05AX08,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-05-06,2026-07-31,2026-02-18,2026-09-23T20:51:08.332766,68276
AT,Austria,BASG,Pantothen Pharmaselect 5 % - Salbe,DEXPANTHENOL,,Salbe,30 g,30 g,D03AX03,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Nein,freiwillige Meldung,Nein,,2023-03-06,,2023-12-18,2026-09-23T20:51:08.332774,
AT,Austria,BASG,Pantothen Pharmaselect 5 % - Salbe,DEXPANTHENOL,,Salbe,130 g,130 g,D03AX03,"Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich","Pharmaselect International Beteiligungs GmbH, Ernst-Melchior-Gasse 20, 1020 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Nein,freiwillige Meldung,Nein,,2023-03-06,,2023-12-18,2026-09-23T20:51:08.332782,
AT,Austria,BASG,Zovirax 200 mg - Filmtabletten,ACICLOVIR,,Filmtablette,25 Stück,25 Stück in Blisterpackung aus PVC/PVDC/Aluminiumfolie oder  kindersichere Blisterpackung aus PVC/PVDC/Aluminiumfolie,J05AB01,"Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich","Glaxosmithkline Pharma GmbH, Wienerbergstraße 7, 1100 Wien, Österreich",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-02,2026-09-30,2026-09-14,2026-09-23T20:51:08.332792,40991
AT,Austria,BASG,Palibon 75 mg Depot-Injektionssuspension in einer Fertigspritze,PALIPERIDON PALMITAT,75 mg,Depot-Injektionssuspension in einer Fertigspritze,1 Stück,"1 Fertigspritze und 2 Kanülen, Fertigspritze (Cyclo-Olefin-Copolymer) mit Kolbenstopfen (Chlorbutylkautschuk), Rücklaufsperre und Spitzenkappe (Chlorbutylkautschuk) mit einer 22-G 1½-Zoll-Sicherhei",N05AX13,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-07,2026-09-25,2026-07-21,2026-09-23T20:51:08.332802,96970
AT,Austria,BASG,Tyenne 20 mg/ml Konzentrat zur Herstellung einer Infusionslösung,TOCILIZUMAB,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,Durchstechflaschen (Glasart I) mit einem Stopfen (Brombutylgummi) mit 10 ml Konzentrat,L04AC07,"Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-18,,2026-08-18,2026-09-23T20:51:08.332810,
AT,Austria,BASG,Tyenne 20 mg/ml Konzentrat zur Herstellung einer Infusionslösung,TOCILIZUMAB,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,Durchstechflaschen (Glasart I) mit einem Stopfen (Brombutylgummi) mit 4 ml Konzentrat,L04AC07,"Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-18,,2026-08-18,2026-09-23T20:51:08.332819,
AT,Austria,BASG,Tyenne 20 mg/ml Konzentrat zur Herstellung einer Infusionslösung,TOCILIZUMAB,20 mg/ml,Konzentrat zur Herstellung einer Infusionslösung,1 Stück,Durchstechflaschen (Glasart I) mit einem Stopfen (Brombutylgummi) mit 20 ml Konzentrat,L04AC07,"Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany","Fresenius Kabi Deutschland GmbH, Else-Kröner-Straße 1, 61352 Bad Homburg, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-18,,2026-08-18,2026-09-23T20:51:08.332827,
AT,Austria,BASG,Spirobene 100 mg - Tabletten,SPIRONOLACTON,100 mg,Tablette,50 Stück,50 Stück in PVC/Alu-Folie-Blister,C03DA01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,,2026-08-28,2026-09-23T20:51:08.332835,3778
AT,Austria,BASG,"Glucose-1-phosphat ""Fresenius"" 1 molar - Infusionszusatz - Ampullen",D-GLUCOSE 1-PHOSPHAT DINATRIUMSALZ,1 molar,Infusionslösung,5 Stück,5 Ampullen a 10 ml,B05XA,"Fresenius Kabi Austria GmbH, Hafnerstraße 36, 8055 Graz, Österreich","Fresenius Kabi Austria GmbH, Hafnerstraße 36, 8055 Graz, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-07-01,2026-09-15,2026-06-03,2026-09-23T20:51:08.332846,
AT,Austria,BASG,Quetiapin neuraxpharm 400 mg Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,60 Stück,60 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-12-06,2027-03-31,2026-09-10,2026-09-23T20:51:08.332856,84212
AT,Austria,BASG,Quetiapin neuraxpharm 400 mg Retardtabletten,QUETIAPIN FUMARAT,400 mg,Retardtablette,10 Stück,10 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Qualitätsprobleme bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-12-11,2027-03-31,2026-09-10,2026-09-23T20:51:08.332866,84212
