country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,shortage_start,estimated_end,status,marketing_auth_holder,notes,scraped_at,prk
FI,Finland,FIMEA,Pomalidomide Grindeks 1 mg,,,14,030068,L04AX06,2026-07-21,2026-09-21,shortage,Grindeks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.535340,107514
FI,Finland,FIMEA,Voriconazole Accord 200 mg,,,200 mg,552438,J02AC03,2026-01-01,2026-10-30,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.535378,63614
FI,Finland,FIMEA,Yellox 0.9 mg/ml,,,5 ml,464956,S01BC11,2025-11-13,2026-10-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.535415,219010
FI,Finland,FIMEA,Cresemba 100 mg,,,14 x 1,527836,J02AC05,2026-08-26,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.535454,134392
FI,Finland,FIMEA,Risedronat Sandoz 35 mg,,,12,587045,M05BA07,2026-04-27,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.535493,68888
FI,Finland,FIMEA,MYNZEPLI 40 mg/ml,,,90 mikrol,130407,S01LA05,2026-09-01,2026-10-31,shortage,Advanz Pharma Limited,"Lisätietoja antaa: ADVANZ PHARMA LIMITED, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.535531,103756
FI,Finland,FIMEA,Xeljanz 11 mg,,,28,439164,L04AF01,2025-11-25,2026-10-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.535569,201502
FI,Finland,FIMEA,Slenyto 1 mg,,,30,491327,N05CH01,2026-01-07,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.535606,106593
FI,Finland,FIMEA,Nintedanib Viatris 100 mg,,,60 x 1,175233,L01EX09,2026-08-12,2026-12-11,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy:n asiakasinformaatio, +358207209555, infofi@viatris.com",2026-09-21T13:18:24.535645,127310
FI,Finland,FIMEA,Holoxan 1000 mg,,,1000 mg,521552,L01AA06,2026-01-22,2026-12-31,shortage,Baxter Oy,"Lisätietoja antaa: Baxter Oy, Katriina Itäaho, +358405679926, katriina_itaaho@baxter.com",2026-09-21T13:18:24.535683,14818
FI,Finland,FIMEA,Holoxan 500 mg,,,500 mg,560382,L01AA06,2026-01-22,2026-12-31,shortage,Baxter Oy,"Lisätietoja antaa: Baxter Oy, Katriina Itäaho, +358405679926, katriina_itaaho@baxter.com",2026-09-21T13:18:24.535720,14796
FI,Finland,FIMEA,Vagidonna 10 mikrog,,,24,386216,G03CA03,2026-09-01,2026-09-30,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.535757,105023
FI,Finland,FIMEA,Targretin 75 mg,,,100,375798,L01XF03,2026-01-23,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.535798,70610
FI,Finland,FIMEA,Rosuvastatin Actavis 40 mg,,,98,176137,C10AA07,2026-09-08,2026-11-02,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.535840,201065
FI,Finland,FIMEA,Duloxetine Accordpharma 40 mg,,,56,383267,N06AX21,2026-07-17,2027-01-31,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.535877,
FI,Finland,FIMEA,Azacitidine Sandoz 25 mg/ml,,,100 mg,532815,L01BC07,2026-08-31,2026-11-12,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.535917,88692
FI,Finland,FIMEA,Myrelez 120 mg,,,120 mg,392697,H01CB03,2024-09-30,2027-02-28,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Ltd, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.535955,
FI,Finland,FIMEA,Myrelez 90 mg,,,90 mg,449026,H01CB03,2025-02-01,2027-02-28,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Ltd, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.535993,
FI,Finland,FIMEA,Myrelez 60 mg,,,60 mg,549549,H01CB03,2025-03-15,2027-02-28,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Limited, +358800416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.536030,
FI,Finland,FIMEA,Adenocor 3 mg/ml,,,6 x 2 ml,388210,C01EB10,2026-03-09,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.536068,39292
FI,Finland,FIMEA,Anidulafungin Reig Jofre 100 mg,,,100 mg,544252,J02AX06,2025-04-25,2026-12-31,shortage,Bioglan AB,"Lisätietoja antaa: Bioglan AB, Sara Soares, +46 40 608 75 25, sara.soares@bioglan.se",2026-09-21T13:18:24.536106,85448
FI,Finland,FIMEA,Caloket 30 mg/ml,,,6 x 1 ml,176003,M01AB15,2024-08-01,2026-09-30,shortage,EQL Pharma AB,"Lisätietoja antaa: EQL Pharma, + 46 73 506 33 23, logistics@eqlpharma.com",2026-09-21T13:18:24.536144,
FI,Finland,FIMEA,Ticagrelor Sandoz 90 mg,,,100,039052,B01AC24,2026-07-09,2026-12-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Ropi Heikkilä, +358 50 592 5710, ropi.heikkila@sandoz.com",2026-09-21T13:18:24.536182,97446
FI,Finland,FIMEA,Dasatinib Krka 70 mg,,,60,091667,L01EA02,2026-06-29,2026-10-15,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-21T13:18:24.536220,82139
FI,Finland,FIMEA,Lacosamide Stada 100 mg,,,56,476652,N03AX18,2026-08-31,2026-11-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536262,217875
FI,Finland,FIMEA,Lacosamide Stada 150 mg,,,56,177662,N03AX18,2026-05-18,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536302,89044
FI,Finland,FIMEA,Lacosamide Stada 200 mg,,,56,155958,N03AX18,2026-08-14,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536342,217808
FI,Finland,FIMEA,Olanzapine Viatris 20 mg,,,28,405982,N05AH03,2026-08-14,2026-10-16,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.536383,69604
FI,Finland,FIMEA,Insulin aspart Sanofi 100 U/ml,,,5 x 3 ml,110313,A10AB05,2026-09-23,2026-10-05,shortage,Sanofi Winthrop Industrie,"Lisätietoja antaa: Sanofi Oy, Sanna Tuomisto, +3582012200300, regulatory.finland@sanofi.com",2026-09-21T13:18:24.536420,53902
FI,Finland,FIMEA,Furosemide Kalceks 10 mg/ml,,,50 x 2 ml,083846,C03CA01,2026-06-30,2026-12-31,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.536458,1651
FI,Finland,FIMEA,Palmeux 100 mg,,,100 mg,178554,N05AX13,2025-12-09,2026-12-31,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Limited, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.536497,96989
FI,Finland,FIMEA,Palmeux 150 mg,,,150 mg,185517,N05AX13,2025-12-09,2026-12-31,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Limited, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.536536,96997
FI,Finland,FIMEA,Palmeux 75 mg,,,75 mg,187219,N05AX13,2025-12-09,2026-12-31,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Limited, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.536574,96970
FI,Finland,FIMEA,Palmeux 50 mg,,,50 mg,120928,N05AX13,2025-12-09,2026-12-31,shortage,Amdipharm Limited,Lisätietoja antaa:,2026-09-21T13:18:24.536611,96962
FI,Finland,FIMEA,Dasatinib Krka 20 mg,,,60,508656,L01EA02,2026-04-10,2026-10-15,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-21T13:18:24.536650,82112
FI,Finland,FIMEA,Azacitidine Stada 25 mg/ml,,,100 mg,373433,L01BC07,2026-09-01,2026-12-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536688,88692
FI,Finland,FIMEA,Sitagliptin Sandoz 100 mg,,,120,469526,A10BH01,2026-07-21,2026-10-13,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.536727,218138
FI,Finland,FIMEA,HYCAMTIN 1 mg,,,10,537718,L01CE01,2026-08-04,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.536765,87203
FI,Finland,FIMEA,Nevirapine Viatris 400 mg,,,30,097001,J05AG01,2026-06-05,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.536803,99015
FI,Finland,FIMEA,Acnatac 10 mg/g + 0.25 mg/g,,,30 g,149416,D10AF51,2026-08-04,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.536840,113476
FI,Finland,FIMEA,Briviact 100 mg,,,56,399549,N03AX23,2026-07-31,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.536879,131989
FI,Finland,FIMEA,Vildagliptin/Metformin STADA 50 mg / 1000 mg,,,60,385928,A10BD08,2026-04-21,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536920,85952
FI,Finland,FIMEA,Caspofungin STADA 50 mg,,,50 mg,584307,J02AX04,2026-06-05,2026-10-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.536959,70300
FI,Finland,FIMEA,Famvir 500 mg,,,21,537279,J05AB09,2026-07-31,2026-10-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.536997,43478
FI,Finland,FIMEA,Botox 100 Allergan-yksikköä,,,100 U,457936,M03AX01,2026-08-01,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.537035,40436
FI,Finland,FIMEA,Dexalcex 4 mg/ml,,,10 x 1 ml,543127,H02AB02,2026-08-19,2026-09-28,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.537073,752
FI,Finland,FIMEA,Dexalcex 4 mg/ml,,,10 x 2 ml,172392,H02AB02,2026-08-19,2026-12-07,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.537110,147621
FI,Finland,FIMEA,RenuTend,,,1 ml,100799,M09AX90,2024-02-02,2027-06-30,shortage,Boehringer Ingelheim Vetmedica GmbH,"Lisätietoja antaa: Vetcare Oy, Anna Hietikko, +358 400 114 783, anna.hietikko@vetcare.fi",2026-09-21T13:18:24.537148,
FI,Finland,FIMEA,Sitagliptin/Metformin Grindeks 50 mg / 850 mg,,,56,434612,A10BD07,2026-06-02,2026-12-21,shortage,Grindeks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.537185,218162
FI,Finland,FIMEA,Fingolimod Mylan 0.5 mg,,,28,487593,L04AE01,2025-10-15,2027-11-01,shortage,Mylan Pharmaceuticals Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-21T13:18:24.537223,100129
FI,Finland,FIMEA,Sitagliptin Grindeks 100 mg,,,28,435250,A10BH01,2026-02-02,2026-12-31,shortage,Grindeks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.537261,218138
FI,Finland,FIMEA,Sitagliptin/Metformin Grindeks 50 mg / 1000 mg,,,56,496573,A10BD07,2026-07-06,2026-12-31,shortage,Grindeks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.537299,218154
FI,Finland,FIMEA,Desloratadin Orion 5 mg,,,100,132871,R06AX27,2026-09-28,2026-11-09,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-21T13:18:24.537337,59021
FI,Finland,FIMEA,Pazopanib STADA 400 mg,,,60 x 1 (2 x 30 x 1),153250,L01EX03,2026-07-02,2026-10-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537375,95273
FI,Finland,FIMEA,Dexamethasone phosphate Kabi 4 mg/ml,,,50 x 1 ml,495056,H02AB02,2025-12-18,2026-10-23,shortage,Fresenius Kabi AB,"Lisätietoja antaa: Fresenius Kabi Ab, sivuliike Suomessa, Fresenius Kabi, +35894281550, asiakaspalvelu@fresenius-kabi.com",2026-09-21T13:18:24.537414,752
FI,Finland,FIMEA,Risperidon ratiopharm 25 mg,,,25 mg + 2 ml,146998,N05AX08,2024-12-04,2028-04-01,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-21T13:18:24.537452,68268
FI,Finland,FIMEA,Risperidon ratiopharm 50 mg,,,50 mg + 2 ml,423197,N05AX08,2024-11-28,2028-04-01,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-21T13:18:24.537489,68284
FI,Finland,FIMEA,Risperidon ratiopharm 37.5 mg,,,37.5 mg + 2 ml,173642,N05AX08,2025-07-31,2028-04-01,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, info@tevafinland.fi",2026-09-21T13:18:24.537528,68276
FI,Finland,FIMEA,Fingolimod Accord 0.5 mg,,,28 x 1,063163,L04AE01,2024-05-31,2026-12-31,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.537566,100129
FI,Finland,FIMEA,ZOLSKETIL pegylated liposomal 2 mg/ml,,,25 ml,113567,L01DB01,2026-06-15,2026-09-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.537603,121711
FI,Finland,FIMEA,Eligard 45 mg,,,45 mg + 436 mg,144870,L02AE02,2026-05-05,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.537641,85111
FI,Finland,FIMEA,Cinacalcet Accordpharma 30 mg,,,28,497395,H05BX01,2026-04-01,2026-12-31,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.537679,77100
FI,Finland,FIMEA,Docetaxel Accord 80 mg / 4 ml,,,80 mg,430213,L01CD02,2026-05-25,2026-09-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.537718,
FI,Finland,FIMEA,Lenalidomide Stada 20 mg,,,21 x 1,095949,L04AX04,2026-06-24,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537757,125741
FI,Finland,FIMEA,Losec MUPS 20 mg,,,100 (2 x 50),395341,A02BC01,2026-07-27,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.537795,88811
FI,Finland,FIMEA,Sitagliptin STADA 25 mg,,,100,154854,A10BH01,2026-07-09,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537833,218103
FI,Finland,FIMEA,Sitagliptin/Metformin STADA 50 mg / 850 mg,,,56,555499,A10BD07,2025-02-26,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537872,218162
FI,Finland,FIMEA,Sitagliptin/Metformin STADA 50 mg / 850 mg,,,196,436187,A10BD07,2025-02-26,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537910,218162
FI,Finland,FIMEA,Sitagliptin/Metformin STADA 50 mg / 1000 mg,,,196,049623,A10BD07,2026-07-15,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.537948,218154
FI,Finland,FIMEA,Abirateron Sandoz 500 mg,,,56,160266,L02BX03,2026-05-04,2026-10-21,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.537986,136913
FI,Finland,FIMEA,Fesoterodine Stada 4 mg,,,84,585787,G04BD11,2026-07-31,2026-10-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.538041,86258
FI,Finland,FIMEA,Fesoterodine Stada 8 mg,,,84,583794,G04BD11,2026-09-07,2026-10-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.538079,86266
FI,Finland,FIMEA,Dabigatran etexilate Sandoz 110 mg,,,60,169188,B01AE07,2026-08-18,2026-12-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.538116,86991
FI,Finland,FIMEA,Dabigatran etexilate Sandoz 110 mg,,,180 (3 x 60),538617,B01AE07,2026-07-03,2026-10-21,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Ropi Heikkilä, +358 50 592 5710, ropi.heikkila@sandoz.com",2026-09-21T13:18:24.538154,86991
FI,Finland,FIMEA,Hukyndra 40 mg,,,2 x 0.4 ml,510195,L04AB04,2026-09-28,2027-01-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.538194,129798
FI,Finland,FIMEA,Fycompa 4 mg,,,28,123725,N03AX22,2026-09-08,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.538234,115479
FI,Finland,FIMEA,Menopur 1200 IU,,,1.92 ml,169281,G03GA02,2025-10-28,2027-09-01,shortage,Ferring Lääkkeet Oy,"Lisätietoja antaa: Ferring Lääkkeet Oy, Tanja Kivinummi, +358207401447, tanja.kivinummi@ferring.com",2026-09-21T13:18:24.538271,
FI,Finland,FIMEA,Menopur 600 IU,,,0.96 ml,072028,G03GA02,2025-12-09,2027-09-01,shortage,Ferring Lääkkeet Oy,"Lisätietoja antaa: Ferring Lääkkeet Oy, Tanja Kivinummi, +358207401447, tanja.kivinummi@ferring.com",2026-09-21T13:18:24.538310,
FI,Finland,FIMEA,Noradrenalin Fresenius Kabi 1 mg/ml,,,10 x 4 ml,580416,C01CA03,2026-08-26,2026-10-23,shortage,Fresenius Kabi AB,"Lisätietoja antaa: Fresenius Kabi Ab, sivuliike Suomessa, Fresenius Kabi, +35894281550, asiakaspalvelu@fresenius-kabi.com",2026-09-21T13:18:24.538348,98930
FI,Finland,FIMEA,Zonegran 25 mg,,,56,060757,N03AX15,2026-08-25,2026-10-01,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.538387,95281
FI,Finland,FIMEA,Mirena 20 mikrog / 24 tuntia,,,1,370212,G02BA03,2025-11-17,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.538428,223980
FI,Finland,FIMEA,Imatinib Accord 400 mg,,,30 x 1,139416,L01EA01,2026-08-21,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.538467,71307
FI,Finland,FIMEA,MAVENCLAD 10 mg,,,4,515937,L04AA40,2026-08-06,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.538516,149330
FI,Finland,FIMEA,Rectogesic 4 mg/g,,,30 g,466897,C05AE01,2026-04-01,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.538557,
FI,Finland,FIMEA,Temozolomide Accord 140 mg,,,5 x 1,417296,L01AX03,2025-11-12,2026-12-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.538596,84336
FI,Finland,FIMEA,Prograf 5 mg,,,50,092707,L04AD02,2026-03-23,2026-10-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Henna Luoto, +358 9 42721465, henna.luoto@abacusmedicine.com",2026-09-21T13:18:24.538635,92398
FI,Finland,FIMEA,Tasminetta 0.03 mg / 3 mg,,,3 x 21,184908,G03AA12,2026-08-21,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.538674,56774
FI,Finland,FIMEA,Sitagliptin/Metformin Sandoz 50 mg / 850 mg,,,56 x 1,545296,A10BD07,2026-07-21,2027-01-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.538715,218162
FI,Finland,FIMEA,Dexacur 4 mg/ml,,,3 x 1 ml,103337,H02AB02,2026-07-15,2026-12-31,shortage,Abboxia AB,"Lisätietoja antaa: Abboxia AB, 8243660, quality@frostpharma.com",2026-09-21T13:18:24.538753,752
FI,Finland,FIMEA,Tolterodin Ratiopharm 4 mg,,,98,472553,G04BD07,2025-09-18,2026-11-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.538792,60534
FI,Finland,FIMEA,Solu-Medrol 1 g,,,1 g + 15.6 ml,180719,H02AB04,2026-07-16,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.538832,26069
FI,Finland,FIMEA,Vemlidy 25 mg,,,30,047777,J05AF13,2026-06-03,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.538870,143197
FI,Finland,FIMEA,Icatibant ratiopharm 30 mg,,,3 ml,403095,B06AC02,2026-06-30,2027-01-29,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.538911,128635
FI,Finland,FIMEA,Omnic Ocas 0.4 mg,,,90,077113,G04CA02,2026-08-10,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.538951,76236
