country_code,country_name,source,medicine_name,brand_name,active_substance,generic_name,strength,package_size,dosage_form,presentation,package_ndc,product_ndc,application_number,route,therapeutic_category,pharmacologic_class,manufacturer,company_name,contact_info,status,update_type,shortage_start,shortage_reason,reason,estimated_end,discontinued_date,update_date,related_info,scraped_at,atc_code,prk
US,United States,FDA,Promethazine Hydrochloride Injection,PHENERGAN,PROMETHAZINE HYDROCHLORIDE,Promethazine Hydrochloride Injection,,,Injection,"Phenergan, Injection, 25 mg/1 mL (NDC 0641-6082-25)",0641-6082-25,"0641-6082, 0641-6083",ANDA083312,"INTRAMUSCULAR, INTRAVENOUS","Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2023-11-21,Other,Other,,,2026-09-18,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,2026-09-23T21:01:42.339498,D04AA10,2100
US,United States,FDA,Anagrelide Hydrochloride Capsule,,,Anagrelide Hydrochloride Capsule,,,Capsule,"Anagrelide Hydrochloride, Capsule, 1 mg (NDC 0172-5240-60)",0172-5240-60,,,,Hematology,,"Teva Pharmaceuticals USA, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,To Be Discontinued,New,2025-11-19,,,,2025-11-19,2025-11-19,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.339515,,
US,United States,FDA,Azacitidine Injection,AZACITIDINE,AZACITIDINE,Azacitidine Injection,,,Injection,"Azacitidine, Injection, 100 mg/30 mL (NDC 63323-771-39)",63323-771-39,63323-771,ANDA207518,"INTRAVENOUS, SUBCUTANEOUS",Oncology,Nucleoside Metabolic Inhibitor [EPC],"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",1-888-386-1300,Current,Reverified,2020-12-18,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-15,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339527,L01BC07,99600
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 43547-608-10)",43547-608-10,"43547-608, 43547-602, 43547-603, 43547-604, 43547-605, 43547-606, 43547-607",ANDA216266,ORAL,Psychiatry,,"Solco Healthcare US,LLC","Solco Healthcare US, LLC",866-931-9829,Current,Reverified,2023-07-14,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-06-29,On allocation,2026-09-23T21:01:42.339547,N06BA12,198382
US,United States,FDA,Hydromorphone Hydrochloride Injection,DILAUDID,HYDROMORPHONE HYDROCHLORIDE,Hydromorphone Hydrochloride Injection,,,Injection,"Dilaudid, Injection, 1 mg/1 mL (NDC 76045-009-11)",76045-009-11,"76045-009, 76045-010, 76045-121",NDA019034,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Analgesia/Addiction,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2017-10-31,Other,Other,,,2026-09-15,Next release October 2026. Check wholesalers for inventory.,2026-09-23T21:01:42.339561,N02AA03,125822
US,United States,FDA,Fentanyl Citrate Injection,FENTANYL CITRATE,FENTANYL CITRATE,Fentanyl Citrate Injection,,,Injection,"Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6247-25)",0641-6247-25,"0641-6247, 0641-6024, 0641-6027, 0641-6025, 0641-6028, 0641-6026, 0641-6029, 0641-6030, 0641-6248, 0641-6249",NDA019101,"INTRAMUSCULAR, INTRAVENOUS","Analgesia/Addiction, Pediatric",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2023-12-20,,,,,2026-09-18,Additional lots will be scheduled for manufacturing to meet demand.  Product will be made available as it is released.,2026-09-23T21:01:42.339576,N01AH01,
US,United States,FDA,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",DIANEAL LOW CALCIUM WITH DEXTROSE,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",,,Solution,"DIANEAL Low Calcium with Dextrose, Intraperitoneal Injection, Solution, 18.3 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0457-05)",0941-0457-05,"0941-0457, 0941-0411, 0941-0413, 0941-0415, 0941-0409, 0941-0459, 0941-0426, 0941-0427, 0941-0429, 0941-0424, 0941-0430, 0941-0433, 0941-0484, 0941-0487, 0941-0490",NDA017512,INTRAPERITONEAL,Renal,,Vantive US Healthcare LLC,Vantive US Healthcare LLC,800-284-4060,To Be Discontinued,New,2026-08-03,,,,2026-08-03,2026-08-03,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.339595,,
US,United States,FDA,Omeprazole Delayed Release Capsule,OMEPRAZOLE,OMEPRAZOLE,Omeprazole Delayed Release Capsule,,,,"Omeprazole, Delayed Release Capsule, 10 mg (NDC 0781-2859-01)",0781-2859-01,"0781-2859, 0781-2868",ANDA075757,ORAL,Gastroenterology,Proton Pump Inhibitor [EPC],Sandoz Inc,Sandoz Inc.,800-525-8747,To Be Discontinued,New,2025-10-09,,,,2025-10-09,2025-10-09,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339613,A02BC01,
US,United States,FDA,Methotrexate Sodium Injection,METHOTREXATE,METHOTREXATE,Methotrexate Sodium Injection,,,Injection,"Methotrexate, Preservative Free, Injection, 25 mg/1 mL (NDC 0143-9519-10)",0143-9519-10,"0143-9519, 0143-9518, 0143-9517, 0143-9516",ANDA089340,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS","Rheumatology, Oncology",Folate Analog Metabolic Inhibitor [EPC],Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Revised,2023-03-13,Demand increase for the drug,Demand increase for the drug,,,2026-09-18,Additional lots will be available in the October 2026 timeframe.  Product will be made available as it is released.,2026-09-23T21:01:42.339628,L01BA01,102806
US,United States,FDA,Quinapril Hydrochloride Tablet,QUINAPRIL,QUINAPRIL HYDROCHLORIDE,Quinapril Hydrochloride Tablet,,,Tablet,"Quinapril Hydrochloride, Tablet, 10 mg (NDC 68180-557-09)",68180-557-09,"68180-557, 68180-556, 68180-558, 68180-554, 68180-559",ANDA077690,ORAL,Cardiovascular,,"Lupin Pharmaceuticals, Inc.","Lupin Pharmaceuticals, Inc.","Lupin Pharmaceuticals, Inc.",Current,Reverified,2023-01-19,Requirements related to complying with good manufacturing practices,Requirements related to complying with good manufacturing practices,,,2026-09-01,Estimated recovery: TBD,2026-09-23T21:01:42.339641,C09AA06,
US,United States,FDA,Lidocaine Hydrochloride Injection,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride Injection,,,Injection,"Lidocaine Hydrochloride Preservative Free, Injection, 200 mg/2 mL (1%; 10 mg/mL) (NDC 0409-4713-32)",0409-4713-32,"0409-4713, 0409-4278, 0409-4279, 0409-4776, 0409-4282, 0409-4277, 0409-4276, 0409-4275",ANDA080408,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL","Anesthesia, Pediatric",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2012-02-22,,,,,2026-09-09,,2026-09-23T21:01:42.339654,C01BB01,
US,United States,FDA,Etomidate Injection,ETOMIDATE,ETOMIDATE,Etomidate Injection,,,Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 72266-146-10)",72266-146-10,"72266-146, 72266-147",ANDA209058,INTRAVENOUS,Anesthesia,General Anesthetic [EPC],Fosun Pharma USA Inc,Gland Pharma Limited,833-291-9645,Current,Reverified,2022-10-05,,,,,2026-07-22,"Distributed by Fosun Pharma USA, Inc.. To order, contact: 833-291-9645.",2026-09-23T21:01:42.339669,N01AX07,45373
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 0527-0763-37)",0527-0763-37,"0527-0763, 0527-0760, 0527-0761, 0527-0762, 0527-0764, 0527-0765, 0527-0766",ANDA215565,ORAL,Psychiatry,,"Lannett Company, LLC","Lannett Company, Inc.",844-834-0530,Current,Reverified,2022-10-12,,,,,2026-09-15,,2026-09-23T21:01:42.339686,,
US,United States,FDA,Clindamycin Phosphate Injection,CLINDAMYCIN,CLINDAMYCIN PHOSPHATE,Clindamycin Phosphate Injection,,,Injection,"Clindamycin Phosphate, Injection, 150 mg/1 mL (NDC 25021-115-06)",25021-115-06,25021-115,ANDA090108,"INTRAMUSCULAR, INTRAVENOUS",Anti-Infective,,Sagent Pharmaceuticals,Sagent Pharmaceuticals,866-625-1618,Current,Reverified,2023-03-21,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-18,Selling through remaining short-dated inventory (Dec 2026).,2026-09-23T21:01:42.339701,D10AF01,
US,United States,FDA,Penicillin G Benzathine Injection,BICILLIN L-A,PENICILLIN G BENZATHINE,Penicillin G Benzathine Injection,,,Injection,"Bicillin L-A, Injection, 1200000 [iU]/2 mL (NDC 60793-701-10)",60793-701-10,"60793-701, 60793-700, 60793-702",NDA050141,INTRAMUSCULAR,Anti-Infective,,Pfizer Laboratories Div Pfizer Inc,Pfizer Inc.,800-533-4535,Current,Revised,2023-04-26,Other,Other,,,2026-09-21,Next Delivery:  Fourth Quarter 2026 Estimated Recovery: 3Q 2027; Manufacturing delay,2026-09-23T21:01:42.339714,J01CE01,
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",,,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 57664-609-88)",57664-609-88,,,,Psychiatry,,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",800-818-4555,Current,Revised,2023-07-26,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-18,Currently not marketed,2026-09-23T21:01:42.339728,,
US,United States,FDA,Rocuronium Bromide Injection,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Rocuronium Bromide Injection,,,Injection,"Rocuronium Bromide, Injection, 10 mg/1 mL (NDC 0781-3220-95)",0781-3220-95,0781-3220,ANDA079195,INTRAVENOUS,Anesthesia,,Sandoz Inc,Sandoz Inc.,800-525-8747,Current,Reverified,2023-02-15,,,,,2026-09-18,,2026-09-23T21:01:42.339743,M03AC09,46280
US,United States,FDA,Liraglutide Injection,LIRAGLUTIDE,LIRAGLUTIDE,Liraglutide Injection,,,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0480-7250-46)",0480-7250-46,0480-7250,ANDA214568,SUBCUTANEOUS,Endocrinology/Metabolism,GLP-1 Receptor Agonist [EPC],"Teva Pharmaceuticals, Inc.","Teva Pharmaceuticals USA, Inc.",888-838-2872,To Be Discontinued,New,2026-05-14,,,,2026-05-14,2026-05-14,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339761,A10BJ02,151203
US,United States,FDA,Etravirine Tablet,ETRAVIRINE,ETRAVIRINE,Etravirine Tablet,,,Tablet,"Etravirine, Tablet, 100 mg (NDC 10147-0570-1)",10147-0570-1,"10147-0570, 10147-0571",NDA022187,ORAL,Antiviral,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Patriot Pharmaceuticals,Janssen Research and Development,800-526-7736,To Be Discontinued,New,2026-04-28,,,,2026-04-28,2026-04-28,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339782,J05AG04,
US,United States,FDA,Fentanyl Citrate Injection,FENTANYL CITRATE,FENTANYL CITRATE,Fentanyl Citrate Injection,,,Injection,"Fentanyl Citrate Preservative Free, Injection, .05 mg/1 mL (NDC 63323-806-20)",63323-806-20,63323-806,ANDA210762,"INTRAMUSCULAR, INTRAVENOUS","Analgesia/Addiction, Pediatric",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2012-01-01,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.339796,N01AH01,
US,United States,FDA,Clindamycin Phosphate Injection,CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Clindamycin Phosphate Injection,,,Injection,"Cleocin Phosphate, Injection, 900 mg/6 mL (150 mg/mL); 6 mL Vial (NDC 0009-0902-18)",0009-0902-18,"0009-0902, 0009-0870, 0009-0775, 0009-0728, 0009-3124, 0009-3447, 0009-3381, 0009-3375, 0009-3382, 0009-6582",NDA050441,"INTRAMUSCULAR, INTRAVENOUS",Anti-Infective,,Pharmacia & Upjohn Company LLC,Pfizer Inc.,844-646-4398,To Be Discontinued,New,2026-06-01,,,,2026-06-01,2026-06-01,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339815,D10AF01,
US,United States,FDA,Pramlintide Acetate Injection,SYMLINPEN,PRAMLINTIDE ACETATE,Pramlintide Acetate Injection,,,Injection,"SymlinPen® 60 , Injection, 1000 ug/1 mL (NDC 0310-6615-02)",0310-6615-02,"0310-6615, 0310-6627",NDA021332,SUBCUTANEOUS,Endocrinology/Metabolism,,AstraZeneca Pharmaceuticals LP,AstraZeneca AB,800-236-9933,To Be Discontinued,New,2025-10-27,,,,2025-10-27,2025-10-27,Discontinuation of the manufacture of the drug.,2026-09-23T21:01:42.339834,A10BX05,
US,United States,FDA,Methylprednisolone Acetate Injection,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Methylprednisolone Acetate Injection,,,Injection,"Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 25021-820-10)",25021-820-10,"25021-820, 25021-821",ANDA201835,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE",Rheumatology,,Sagent Pharmaceuticals,Sagent Pharmaceuticals,866-625-1618,Current,Revised,2021-12-15,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-09-18,"Estimated recovery: November 2026,",2026-09-23T21:01:42.339848,D07AA01,4839
US,United States,FDA,Ropivacaine Hydrochloride Injection,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Ropivacaine Hydrochloride, Injection, 10 mg/1 mL (NDC 43066-027-10)",43066-027-10,"43066-027, 43066-015, 43066-019, 43066-023",ANDA212808,"EPIDURAL, INFILTRATION, PERINEURAL",Anesthesia,,Baxter Healthcare Corporation,"Caplin Steriles, Ltd.",888-229-0001,Current,Reverified,2020-12-22,,,,,2026-06-10,Check wholesalers for inventory; Marketed by Baxter,2026-09-23T21:01:42.339862,N01BB09,43532
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 60 mg (NDC 47781-567-01)",47781-567-01,"47781-567, 47781-562, 47781-563, 47781-564, 47781-565, 47781-566, 47781-568",ANDA214547,ORAL,Psychiatry,,Alvogen Inc.,Alvogen,844-842-8672 and email: CustomerService-US@alvogen.com,Current,Reverified,2023-07-14,,,,,2026-09-17,,2026-09-23T21:01:42.339882,N06BA12,198382
US,United States,FDA,Furosemide Injection,FUROSEMIDE,FUROSEMIDE,Furosemide Injection,,,Injection,"Furosemide, Injection, 40 mg/4 mL (10 mg/1 mL) (NDC 0409-6102-26)",0409-6102-26,0409-6102,NDA018667,"INTRAMUSCULAR, INTRAVENOUS",Cardiovascular,Loop Diuretic [EPC],"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2020-04-07,Other,Other,,,2026-09-09,Next Delivery and Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay,2026-09-23T21:01:42.339897,C03CA01,125806
US,United States,FDA,Itraconazole Capsule,SPORANOX,ITRACONAZOLE,Itraconazole Capsule,,,Capsule,"Sporanox, Capsule, 100 mg (NDC 50458-290-04)",50458-290-04,50458-290,NDA020083,ORAL,"Anti-Infective, Other",Azole Antifungal [EPC],"Janssen Pharmaceuticals, Inc.",Janssen Pharmaceuticals,800-JANSSEN (1-800-526-7736),To Be Discontinued,New,2026-02-27,,,,2026-02-27,2026-02-27,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339917,J02AC02,32336
US,United States,FDA,Dextrose Monohydrate 5% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 5% Injection,,,Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 65219-462-10)",65219-462-10,"65219-462, 65219-456, 65219-464, 65219-458, 65219-460",ANDA207449,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,"FRESENIUS KABI USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Revised,2022-02-14,Demand increase for the drug,Demand increase for the drug,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.339929,B05BA01,
US,United States,FDA,Sodium Bicarbonate Injection,SODIUM BICARBONATE,SODIUM BICARBONATE,Sodium Bicarbonate Injection,,,Injection,"Sodium Bicarbonate, Injection, 50 mEq/50 mL (8.4%, 1 mEq/mL) (NDC 0409-6625-14)",0409-6625-14,0409-6625,ANDA202432,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2017-03-01,,,,,2026-09-09,,2026-09-23T21:01:42.339943,B05CB04,
US,United States,FDA,Quinapril Hydrochloride Tablet,QUINAPRIL,QUINAPRIL HYDROCHLORIDE,Quinapril Hydrochloride Tablet,,,Tablet,"Quinapril Hydrochloride, Tablet, 40 mg (NDC 43547-413-09)",43547-413-09,"43547-413, 43547-410, 43547-411, 43547-412",ANDA205823,ORAL,Cardiovascular,,"Solco Healthcare US, LLC","Solco Healthcare US, LLC",866-931-9829,Current,Reverified,2023-01-19,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-06-29,Not available. Long-term backorder for all NDCs. No estimated release date at this time.,2026-09-23T21:01:42.339957,C09AA06,
US,United States,FDA,Belladonna and Opium Suppository,BELLADONNA AND OPIUM,"ATROPA BELLADONNA, OPIUM",Belladonna and Opium Suppository,,,Suppository,"Belladonna and Opium, Suppository, 16.2 mg; 30 mg (NDC 0574-7045-04)",0574-7045-04,"0574-7045, 0574-7040",,RECTAL,Analgesia/Addiction,,Padagis US LLC,Padagis US LLC,(800) 775-2054,To Be Discontinued,New,2026-07-23,,,,2026-07-23,2026-07-23,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.339976,,
US,United States,FDA,"Metoprolol Succinate Tablet, Extended Release",METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"Metoprolol Succinate Tablet, Extended Release",,,Tablet,"Metoprolol Succinate, Tablet, Extended Release, 100 mg (NDC 45963-677-11)",45963-677-11,"45963-677, 45963-709, 45963-676, 45963-678",ANDA204161,ORAL,Cardiovascular,,"Actavis Pharma, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,To Be Discontinued,New,2026-08-31,,,,2026-08-31,2026-08-31,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.339996,C07AB02,26182
US,United States,FDA,Lidocaine Hydrochloride Injection,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride Injection,,,Injection,"Lidocaine Hydrochloride, Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)",0143-9594-25,"0143-9594, 0143-9595",ANDA084625,"EPIDURAL, INFILTRATION, INTRACAUDAL",Anesthesia,,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2018-06-13,,,,,2026-09-18,Additional lots are scheduled to be manufactured.  Product will be made available as it is released.,2026-09-23T21:01:42.340011,C01BB01,
US,United States,FDA,"Guanfacine Hydrochloride Tablet, Extended Release",GUANFACINE,GUANFACINE HYDROCHLORIDE,"Guanfacine Hydrochloride Tablet, Extended Release",,,Tablet,"Guanfacine Hydrochloride, Tablet, Extended Release, 1 mg (NDC 0228-2850-11)",0228-2850-11,"0228-2850, 0228-2851, 0228-2853, 0228-2855",ANDA200881,ORAL,Psychiatry,,"Actavis Pharma, Inc.","Actavis Pharma, Inc.",800-545-8800,To Be Discontinued,New,2025-11-13,,,,2025-11-13,2025-11-13,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.340028,C02AC02,
US,United States,FDA,Dexamethasone Sodium Phosphate Injection,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Dexamethasone Sodium Phosphate Injection,,,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 0641-6145-25)",0641-6145-25,"0641-6145, 0641-0367, 0641-6146",ANDA084282,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE","Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2019-02-08,,,,,2026-09-18,Additional product will be made available as it is released.,2026-09-23T21:01:42.340043,A01AC02,126942
US,United States,FDA,Atropine Sulfate Injection,ATROPINE SULFATE,ATROPINE SULFATE,Atropine Sulfate Injection,,,Injection,"Atropine Sulfate, Injection, 1 mg/1 mL (NDC 70069-641-25)",70069-641-25,"70069-641, 70069-631",ANDA215969,INTRAVENOUS,"Anesthesia, Neurology, Pediatric",,"Somerset Therapeutics, LLC","Somerset Therapeutics, LLC",732-554-1037,Current,Reverified,2012-01-01,,,,,2026-09-11,,2026-09-23T21:01:42.340057,A03BA01,
US,United States,FDA,Morphine Sulfate Injection,MORPHINE SULFATE,MORPHINE SULFATE,Morphine Sulfate Injection,,,Injection,"Morphine Sulfate, Injection, 5 mg/10 mL (0.5 mg/mL) (NDC 0409-3814-12)",0409-3814-12,"0409-3814, 0409-3815",ANDA073509,"EPIDURAL, INTRATHECAL, INTRAVENOUS",Analgesia/Addiction,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2017-10-31,,,,,2026-09-11,,2026-09-23T21:01:42.340072,A07DA52,127426
US,United States,FDA,Sodium Bicarbonate Injection,SODIUM BICARBONATE,SODIUM BICARBONATE,Sodium Bicarbonate Injection,,,Injection,"Sodium Bicarbonate, Injection, 84 mg/1 mL (NDC 76329-3352-1)",76329-3352-1,76329-3352,ANDA203449,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric",,"International Medication Systems, Limited","Amphastar Pharmaceuticals, Inc.",800-423-4136,Current,Reverified,2017-03-01,Demand increase for the drug,Demand increase for the drug,,,2026-09-16,Available on allocation,2026-09-23T21:01:42.340085,B05CB04,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 64850-556-01)",64850-556-01,"64850-556, 64850-550, 64850-551, 64850-552, 64850-553, 64850-554, 64850-555",ANDA218604,ORAL,Psychiatry,,"Elite Laboratories, Inc.","Elite Laboratories, Inc.",888-852-6657,Current,Reverified,2023-07-14,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-09-16,Estimated recovery: TBD,2026-09-23T21:01:42.340100,N06BA12,198382
US,United States,FDA,Idelalisib Tablet,,,Idelalisib Tablet,,,Tablet,"Zydelig, Tablet, 100 mg (NDC 61958-1701-1)",61958-1701-1,,,,Oncology,,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",800-445-3235,To Be Discontinued,New,2026-04-07,,,,2026-04-07,2026-04-07,Discontinuation in the manufacturing of the drug,2026-09-23T21:01:42.340118,,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Adderall, Tablet, 3.125 mg; 3.125 mg; 3.125 mg; 3.125 mg (NDC 57844-112-01)",57844-112-01,"57844-112, 57844-105, 57844-117, 57844-110, 57844-115, 57844-120, 57844-130",ANDA040422,ORAL,Psychiatry,,"Teva Pharmaceuticals USA, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,Current,Revised,2022-10-12,Other,Other,,,2026-09-15,Estimated recovery: October 2026,2026-09-23T21:01:42.340132,,
US,United States,FDA,Dexmedetomidine Hydrochloride Injection,PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride Injection,,,Injection,"Precedex, Injection, 400 mcg/100 mL (4 mcg/mL) (NDC 0409-0155-02)",0409-0155-02,"0409-0155, 0409-4596",NDA021038,INTRAVENOUS,Anesthesia,,"Hospira, Inc.",Pfizer Inc.,844-646-4398,Current,Reverified,2020-04-10,,,,,2026-09-21,,2026-09-23T21:01:42.340147,N05CM18,99791
US,United States,FDA,Rocuronium Bromide Injection,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Rocuronium Bromide Injection,,,Injection,"Rocuronium Bromide, Injection, 100 mg/10 mL (NDC 39822-4200-6)",39822-4200-6,39822-4200,ANDA091115,INTRAVENOUS,Anesthesia,,"XGen Pharmaceuticals DJB, Inc.","XGen Pharmaceuticals DJB, Inc.",866-390-4411,Current,Reverified,2023-02-15,,,,,2026-09-22,Tamarang is the application holder and X-Gen is the distributor/labeler,2026-09-23T21:01:42.340162,M03AC09,46280
