country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,shortage_start,estimated_end,last_updated,status,marketing_auth_holder,notes,scraped_at,prk
FI,Finland,FIMEA,Docetaxel Accord 80 mg / 4 ml,Docetaxel,80 mg / 4 ml,"infuusiokonsentraatti, liuosta varten",80 mg,430213,L01CD02,2026-05-25,2026-09-30,2026-06-07,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.646463,
FI,Finland,FIMEA,Risperidon ratiopharm 25 mg,Risperidone,25 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",25 mg + 2 ml,146998,N05AX08,2024-12-04,2028-04-01,2026-08-31,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.646550,68268
FI,Finland,FIMEA,Risperidon ratiopharm 50 mg,Risperidone,50 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",50 mg + 2 ml,423197,N05AX08,2024-11-28,2028-04-01,2026-08-31,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.646639,68284
FI,Finland,FIMEA,Risperidon ratiopharm 37.5 mg,Risperidone,37.5 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",37.5 mg + 2 ml,173642,N05AX08,2025-07-31,2028-04-01,2026-08-31,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, info@tevafinland.fi",2026-09-23T20:59:47.646726,68276
FI,Finland,FIMEA,Myrelez 120 mg,Lanreotide acetate,120 mg,"injektioneste, liuos, esitäytetty ruisku",120 mg,392697,H01CB03,2024-09-30,2027-02-28,2026-08-13,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Ltd, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-23T20:59:47.646813,
FI,Finland,FIMEA,Myrelez 90 mg,Lanreotide acetate,90 mg,"injektioneste, liuos, esitäytetty ruisku",90 mg,449026,H01CB03,2025-02-01,2027-02-28,2026-08-13,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Ltd, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-23T20:59:47.646900,
FI,Finland,FIMEA,Myrelez 60 mg,Lanreotide acetate,60 mg,"injektioneste, liuos, esitäytetty ruisku",60 mg,549549,H01CB03,2025-03-15,2027-02-28,2026-08-13,shortage,Amdipharm Limited,"Lisätietoja antaa: Amdipharm Limited, +358800416231, medicalinformation@advanzpharma.com",2026-09-23T20:59:47.646987,
FI,Finland,FIMEA,Adenocor 3 mg/ml,Adenosine,3 mg/ml,"injektioneste, liuos",6 x 2 ml,388210,C01EB10,2026-03-09,2026-09-30,2026-08-13,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.647075,39292
FI,Finland,FIMEA,Vagidonna 10 mikrog,Estradiol hemihydrate,10 mikrog,"emätinpuikko, tabletti",24,386216,G03CA03,2026-09-01,2026-09-30,2026-09-09,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.647162,105023
FI,Finland,FIMEA,ZOLSKETIL pegylated liposomal 2 mg/ml,Doxorubicin hydrochloride,2 mg/ml,"infuusiokonsentraatti, dispersiota varten",25 ml,113567,L01DB01,2026-06-15,2026-09-30,2026-08-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.647250,121711
FI,Finland,FIMEA,Enoxaparin Becat 4000 IU (40 mg) / 0.4 ml,Enoxaparin sodium,4000 IU (40 mg) / 0.4 ml,"injektioneste, liuos, esitäytetty ruisku",10 x 0.4 ml,384253,B01AB05,2026-09-22,2026-10-07,2026-09-21,shortage,Laboratorios Farmacéuticos Rovi S.A.,"Lisätietoja antaa: Avansor Pharma Oy, Hans Lindroos, +358504666881, hans.lindroos@avansorpharma.fi",2026-09-23T20:59:47.647337,146684
FI,Finland,FIMEA,Fycompa 6 mg,Perampanel,6 mg,"tabletti, kalvopäällysteinen",28,152036,N03AX22,2026-09-25,2026-10-01,2026-09-15,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.647424,115487
FI,Finland,FIMEA,Agomelatine Viatris 25 mg,Agomelatine citric acid cocrystal,25 mg,"tabletti, kalvopäällysteinen",98,129927,N06AX22,2026-09-15,2026-10-09,2026-09-15,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.647512,90824
FI,Finland,FIMEA,Agomelatine Stada 25 mg,Agomelatine citric acid cocrystal,25 mg,"tabletti, kalvopäällysteinen",84,486452,N06AX22,2026-06-05,2026-09-30,2026-05-14,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.647600,90824
FI,Finland,FIMEA,Nimotop 30 mg,Nimodipine,30 mg,"tabletti, kalvopäällysteinen",100,530770,C08CA06,2026-01-09,2026-11-30,2026-09-20,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.647681,27596
FI,Finland,FIMEA,Abboticin 1 g,Erythromycin lactobionate,1 g,"infuusiokuiva-aine, liuosta varten",1 g,467014,J01FA01,2026-01-20,2026-09-30,2026-06-24,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.647759,5061
FI,Finland,FIMEA,Fexofenadine ratiopharm 120 mg,Fexofenadine hydrochloride,120 mg,"tabletti, kalvopäällysteinen",100,532090,R06AX26,2026-03-26,2026-10-30,2026-04-20,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.647837,48739
FI,Finland,FIMEA,Fexofenadine ratiopharm 120 mg,Fexofenadine hydrochloride,120 mg,"tabletti, kalvopäällysteinen",30,484158,R06AX26,2026-08-14,2027-01-29,2026-08-10,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.647914,48739
FI,Finland,FIMEA,Lidokain Aguettant 20 mg/ml,Lidocaine hydrochloride monohydrate,20 mg/ml,"injektioneste, liuos, esitäytetty ruisku",10 x 10 ml,376846,N01BB02,2025-10-01,2027-10-01,2025-09-30,shortage,Laboratoire Aguettant,"Lisätietoja antaa: Aguettant Nordic ApS, Isabella Østergaard, +4570269955, infonordic@aguettant.dk",2026-09-23T20:59:47.647991,167967
FI,Finland,FIMEA,Lidokain Aguettant 10 mg/ml,Lidocaine hydrochloride monohydrate,10 mg/ml,"injektioneste, liuos, esitäytetty ruisku",10 x 10 ml,539642,N01BB02,2025-10-01,2027-10-01,2025-09-30,shortage,Laboratoire Aguettant,"Lisätietoja antaa: Aguettant Nordic ApS, Isabella Østergaard, +4570269955, infonordic@aguettant.dk",2026-09-23T20:59:47.648071,100315
FI,Finland,FIMEA,Dasatinib Stada 20 mg,Dasatinib,20 mg,"tabletti, kalvopäällysteinen",60 x 1,027065,L01EA02,2026-07-17,2026-11-20,2026-08-16,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.648149,82112
FI,Finland,FIMEA,Dasatinib Stada 50 mg,Dasatinib,50 mg,"tabletti, kalvopäällysteinen",60 x 1,115753,L01EA02,2026-09-07,2026-11-30,2026-08-16,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.648226,82120
FI,Finland,FIMEA,Quetiapin Medical Valley 50 mg,Quetiapine fumarate,50 mg,depottabletti,100,542469,N05AH04,2024-10-21,2026-09-30,2024-10-20,shortage,Medical Valley Invest AB,"Lisätietoja antaa: Medical Valley Invest AB, Matias Dyggve, +358405142515, matias.dyggve@medicalvalley.se",2026-09-23T20:59:47.648304,84182
FI,Finland,FIMEA,Ascorbic acid Pascoe 150 mg/ml,Ascorbic acid,150 mg/ml,"injektio-/infuusiokonsentraatti, liuosta varten",50 ml,585668,A11GA01,2026-07-09,2027-06-30,2026-07-09,shortage,Pascoe pharmazeutische Präparate GmbH,Lisätietoja antaa: PASCOE PHARMAZEUTISCHE PRÄPARATE GMBH,2026-09-23T20:59:47.648383,
FI,Finland,FIMEA,Linezolid Accord 2 mg/ml,Linezolid,2 mg/ml,"infuusioneste, liuos",10 x 300 ml,193260,J01XX08,2026-07-06,2026-09-30,2026-07-22,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.648460,60151
FI,Finland,FIMEA,Alfaxan Multidose 10 mg/ml,Alfaxalone,10 mg/ml,"injektioneste, liuos",10 ml,428186,QN01AX05,2026-06-12,2027-01-18,2026-09-10,shortage,Zoetis Animal Health ApS,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.648537,
FI,Finland,FIMEA,Alfaxan Multidose 10 mg/ml,Alfaxalone,10 mg/ml,"injektioneste, liuos",20 ml,511025,QN01AX05,2026-05-25,2027-01-18,2026-09-10,shortage,Zoetis Animal Health ApS,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.648617,
FI,Finland,FIMEA,Novastan 100 mg/ml,Argatroban monohydrate,100 mg/ml,"infuusiokonsentraatti, liuosta varten",2.5 ml,158884,B01AE03,2026-08-04,2026-10-09,2026-09-07,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.648696,100838
FI,Finland,FIMEA,Buranagel 50 mg/g,Ibuprofen,50 mg/g,geeli,50 g,036934,M02AA13,2025-11-17,2027-02-01,2026-08-13,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.648775,
FI,Finland,FIMEA,Buranagel 50 mg/g,Ibuprofen,50 mg/g,geeli,100 g,036945,M02AA13,2026-02-02,2027-02-01,2026-08-13,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.648855,
FI,Finland,FIMEA,Vildagliptin/Metformin ratiopharm 50 mg / 850 mg,Metformin hydrochloride Vildagliptin,50 mg / 850 mg,"tabletti, kalvopäällysteinen",60,153180,A10BD08,2026-07-22,2027-01-25,2026-08-24,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.648937,85960
FI,Finland,FIMEA,Lenalidomide Ratiopharm 15 mg,Lenalidomide hydrochloride hydrate,15 mg,"kapseli, kova",21,496461,L04AX04,2026-09-07,2026-10-19,2026-09-06,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.649017,83925
FI,Finland,FIMEA,Atomoxetine Stada 25 mg,Atomoxetine hydrochloride,25 mg,"kapseli, kova",30,159387,N06BA09,2026-04-21,2026-09-30,2026-08-26,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.649097,76724
FI,Finland,FIMEA,Atomoxetine Stada 10 mg,Atomoxetine hydrochloride,10 mg,"kapseli, kova",30,498877,N06BA09,2026-08-31,2026-11-30,2026-08-05,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.649175,76708
FI,Finland,FIMEA,Tolterodin Ratiopharm 4 mg,Tolterodine tartrate,4 mg,"depotkapseli, kova",98,472553,G04BD07,2025-09-18,2026-11-30,2026-09-07,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.649253,60534
FI,Finland,FIMEA,Fentanyl Sandoz 200 mikrog,Fentanyl citrate,200 mikrog,resoribletti,10 x 1,037646,N02AB03,2026-08-26,2026-09-30,2026-08-25,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.649332,96199
FI,Finland,FIMEA,Fentanyl Sandoz 300 mikrog,Fentanyl citrate,300 mikrog,resoribletti,30 x 1,402295,N02AB03,2026-08-06,2026-09-30,2026-08-17,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.649411,98191
FI,Finland,FIMEA,Sunitinib Accord 50 mg,Sunitinib,50 mg,"kapseli, kova",30,067216,L01EX01,2026-07-21,2026-09-30,2026-07-22,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.649488,214213
FI,Finland,FIMEA,Briviact 100 mg,Brivaracetam,100 mg,"tabletti, kalvopäällysteinen",56,399549,N03AX23,2026-07-31,2026-10-30,2026-09-07,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.649567,131989
FI,Finland,FIMEA,Fingolimod Tillomed 0.5 mg,Fingolimod hydrochloride,0.5 mg,"kapseli, kova",28 x 1,399149,L04AE01,2026-03-30,2026-11-01,2026-06-14,shortage,Tillomed Pharma GmbH,"Lisätietoja antaa: FrostPharma AB, +46 8243660, quality@frostpharma.com",2026-09-23T20:59:47.649647,100129
FI,Finland,FIMEA,Fesoterodine Stada 4 mg,Fesoterodine fumarate,4 mg,depottabletti,84,585787,G04BD11,2026-07-31,2026-10-31,2026-06-17,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.649724,86258
FI,Finland,FIMEA,Fesoterodine Stada 8 mg,Fesoterodine fumarate,8 mg,depottabletti,84,583794,G04BD11,2026-09-07,2026-10-31,2026-09-06,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.649805,86266
FI,Finland,FIMEA,Abirateron Sandoz 500 mg,Abiraterone acetate,500 mg,"tabletti, kalvopäällysteinen",56,160266,L02BX03,2026-05-04,2026-10-21,2026-08-25,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.649882,136913
FI,Finland,FIMEA,Zonegran 25 mg,Zonisamide,25 mg,"kapseli, kova",56,445461,N03AX15,2026-07-28,2026-10-31,2026-08-05,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-23T20:59:47.649960,95281
FI,Finland,FIMEA,Alluzience 200 Speywood-yksikköä/ml,Clostridium botulinum toxin type A haemagglutinin complex,200 Speywood-yksikköä/ml,"injektioneste, liuos",2 x 0.625 ml,087733,M03AX01,2026-04-01,2027-01-11,2026-03-31,shortage,Ipsen Pharma,"Lisätietoja antaa: Galderma Nordic, Noor Alrammahi, noor.alrammahi@galderma.com",2026-09-23T20:59:47.650039,213098
FI,Finland,FIMEA,Dexacur 4 mg/ml,Dexamethasone sodium phosphate,4 mg/ml,"injektio-/infuusioneste, liuos",3 x 1 ml,103337,H02AB02,2026-07-15,2026-12-31,2026-09-08,shortage,Abboxia AB,"Lisätietoja antaa: Abboxia AB, 8243660, quality@frostpharma.com",2026-09-23T20:59:47.650117,752
FI,Finland,FIMEA,Vildagliptin/Metformin STADA 50 mg / 1000 mg,Metformin hydrochloride Vildagliptin,50 mg / 1000 mg,"tabletti, kalvopäällysteinen",60,385928,A10BD08,2026-04-21,2026-09-30,2026-06-23,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.650197,85952
FI,Finland,FIMEA,Caspofungin STADA 50 mg,Caspofungin acetate,50 mg,"kuiva-aine välikonsentraatiksi infuusionestettä varten, liuos",50 mg,584307,J02AX04,2026-06-05,2026-10-31,2026-05-14,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.650274,70300
FI,Finland,FIMEA,Famvir 500 mg,Famciclovir,500 mg,"tabletti, kalvopäällysteinen",21,537279,J05AB09,2026-07-31,2026-10-30,2026-07-29,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.650351,43478
FI,Finland,FIMEA,Menopur 1200 IU,Menotropine,1200 IU,"injektioneste, liuos, esitäytetty kynä",1.92 ml,169281,G03GA02,2025-10-28,2027-09-01,2025-10-14,shortage,Ferring Lääkkeet Oy,"Lisätietoja antaa: Ferring Lääkkeet Oy, Tanja Kivinummi, +358207401447, tanja.kivinummi@ferring.com",2026-09-23T20:59:47.650430,
FI,Finland,FIMEA,Menopur 600 IU,Menotropine,600 IU,"injektioneste, liuos, esitäytetty kynä",0.96 ml,072028,G03GA02,2025-12-09,2027-09-01,2025-12-08,shortage,Ferring Lääkkeet Oy,"Lisätietoja antaa: Ferring Lääkkeet Oy, Tanja Kivinummi, +358207401447, tanja.kivinummi@ferring.com",2026-09-23T20:59:47.650508,
FI,Finland,FIMEA,Noradrenalin Fresenius Kabi 1 mg/ml,Noradrenaline tartrate,1 mg/ml,"infuusiokonsentraatti, liuosta varten",10 x 4 ml,580416,C01CA03,2026-08-26,2026-10-23,2026-09-15,shortage,Fresenius Kabi AB,"Lisätietoja antaa: Fresenius Kabi Ab, sivuliike Suomessa, Fresenius Kabi, +35894281550, asiakaspalvelu@fresenius-kabi.com",2026-09-23T20:59:47.650586,98930
FI,Finland,FIMEA,Zonegran 25 mg,Zonisamide,25 mg,"kapseli, kova",56,060757,N03AX15,2026-08-25,2026-10-01,2026-09-10,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.650663,95281
FI,Finland,FIMEA,Mirena 20 mikrog / 24 tuntia,Levonorgestrel,20 mikrog / 24 tuntia,"depotlääkevalmiste, kohtuun",1,370212,G02BA03,2025-11-17,2026-10-31,2026-09-15,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.650739,223980
FI,Finland,FIMEA,Ogivri 150 mg,Trastuzumab,150 mg,"kuiva-aine välikonsentraatiksi infuusionestettä varten, liuos",150 mg,405768,L01FD01,2026-09-15,2026-10-28,2026-09-20,shortage,Biosimilar Collaborations Ireland Limited,"Lisätietoja antaa: Biocon Biologics Germany GmbH, Nadia Cali, +49 15168646713, nadia.cali@biocon.com",2026-09-23T20:59:47.650817,57991
FI,Finland,FIMEA,Sunitinib Sandoz 25 mg,Sunitinib,25 mg,"kapseli, kova",28,440871,L01EX01,2026-01-09,2026-12-31,2026-03-19,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.650895,214205
FI,Finland,FIMEA,Cinacalcet Orion 90 mg,Cinacalcet hydrochloride,90 mg,"tabletti, kalvopäällysteinen",28,051306,H05BX01,2026-01-07,2026-11-30,2026-09-17,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.650972,77127
FI,Finland,FIMEA,Zonegran 100 mg,Zonisamide,100 mg,"kapseli, kova",98,565055,N03AX15,2026-09-02,2026-12-31,2026-09-01,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-23T20:59:47.651049,95311
FI,Finland,FIMEA,Advagraf 3 mg,Tacrolimus monohydrate,3 mg,"depotkapseli, kova",50,540878,L04AD02,2025-06-23,2026-10-31,2026-09-07,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.651128,96164
FI,Finland,FIMEA,Advagraf 5 mg,Tacrolimus monohydrate,5 mg,"depotkapseli, kova",50,196986,L04AD02,2026-07-06,2026-10-30,2026-09-07,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-23T20:59:47.651203,96172
FI,Finland,FIMEA,Posaconazole STADA 100 mg,Posaconazole,100 mg,enterotabletti,24 x 1,535763,J02AC04,2026-10-05,2026-12-31,2026-09-16,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.651280,117498
FI,Finland,FIMEA,Dutasteride/Tamsulosin Orion 0.5 mg / 0.4 mg,Dutasteride Tamsulosin hydrochloride,0.5 mg / 0.4 mg,"kapseli, kova",30,531593,G04CA52,2026-03-30,2026-10-05,2026-07-16,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.651358,93661
FI,Finland,FIMEA,Dutasteride/Tamsulosinhydrochlorid Stada 0.5 mg / 0.4 mg,Dutasteride Tamsulosin hydrochloride,0.5 mg / 0.4 mg,"kapseli, kova",90,428493,G04CA52,2026-09-05,2026-11-30,2026-09-10,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.651437,93661
FI,Finland,FIMEA,Mircera 150 mikrog / 0.3 ml,Methoxy polyethylene glycol-epoetin beta,150 mikrog / 0.3 ml,"injektioneste, liuos, esitäytetty ruisku",150 mikrog,180755,B03XA03,2026-09-07,2026-10-31,2026-09-06,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.651516,83984
FI,Finland,FIMEA,Arti-Cell Forte,Mesenchymal stem cells (MSCS),,"injektioneste, suspensio",1 annos,552726,QM09AX90,2023-08-14,2027-06-30,2026-08-27,shortage,Boehringer Ingelheim Vetmedica GmbH,"Lisätietoja antaa: Vetcare Oy, Anna Hietikko, +358 400 114 783, anna.hietikko@vetcare.fi",2026-09-23T20:59:47.651595,
FI,Finland,FIMEA,Octreotide ratiopharm 30 mg,Octreotide acetate,30 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",30 mg + 2 ml,115593,H01CB02,2023-08-04,2028-04-01,2026-08-31,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.651673,70467
FI,Finland,FIMEA,Octreotide ratiopharm 10 mg,Octreotide acetate,10 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",10 mg + 2 ml,378425,H01CB02,2024-02-13,2028-04-01,2026-08-31,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.651751,70440
FI,Finland,FIMEA,Octreotide ratiopharm 20 mg,Octreotide acetate,20 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",20 mg + 2 ml,511578,H01CB02,2023-12-27,2028-04-01,2026-08-31,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.651828,70459
FI,Finland,FIMEA,Levetiracetam Stada 100 mg/ml,Levetiracetam,100 mg/ml,oraaliliuos,150 ml,076436,N03AX14,2026-08-03,2026-10-30,2026-08-05,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.651907,80918
FI,Finland,FIMEA,Hevicain Spinal Tung 5 mg/ml,Bupivacaine hydrochloride monohydrate,5 mg/ml,"injektioneste, liuos",5 x 4 ml,370482,N01BB01,2024-06-01,2027-09-30,2026-09-21,shortage,EQL Pharma AB,"Lisätietoja antaa: EQL Pharma, + 46 73 506 33 23, logistics@eqlpharma.com",2026-09-23T20:59:47.651986,39349
FI,Finland,FIMEA,Zoladex 3.6 mg,Goserelin acetate,3.6 mg,implantaatti,1,386681,L02AE03,2025-09-12,2026-10-30,2026-06-21,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.652065,26786
FI,Finland,FIMEA,Amlodipin/Valsartan/Hydrochlorothiazide Orion 5 mg / 160 mg / 12.5 mg,Amlodipine besylate Hydrochlorothiazide Valsartan,5 mg / 160 mg / 12.5 mg,"tabletti, kalvopäällysteinen",98,114695,C09DX01,2026-08-31,2026-10-05,2026-09-03,shortage,Orion Corporation,"Lisätietoja antaa: ORION CORPORATION, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.652143,123420
FI,Finland,FIMEA,Amlodipin/Valsartan/Hydrochlorothiazide Orion 10 mg / 160 mg / 12.5 mg,Amlodipine besylate Hydrochlorothiazide Valsartan,10 mg / 160 mg / 12.5 mg,"tabletti, kalvopäällysteinen",98,179486,C09DX01,2026-10-02,2026-11-02,2026-09-03,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.652219,123447
