country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,pharma_code,act_reference,ium_code,status,scraped_at,atc_code,prk
CO,Colombia,INVIMA,EPINEFRINA,EPINEFRINA,1.10mg/1mL,,Solución inyectable,"16.2.0.0.N10, 7.4.0.0.N10 y 7.7.0.0.N10",Acta No. 13  de 2018 SEM,1E102621,vital_unavailable,2026-09-23T20:51:23.579708,C01CA24,
CO,Colombia,INVIMA,EPINEFRINA,EPINEFRINA,0.55mg/1mL,,Solución inyectable,"16.2.0.0.N10, 7.4.0.0.N10 y 7.7.0.0.N10",Acta No. 13  de 2018 SEM,1E102622,vital_unavailable,2026-09-23T20:51:23.579726,C01CA24,
CO,Colombia,INVIMA,ERGOMETRINA (ERGONOVINA),ERGOMETRINA (ERGONOVINA),0.2 mg/1 mL Ampolla x 1 mL,,Solución inyectable,12.1.0.0.N10,Acta No. 11 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.579742,G02AB03,
CO,Colombia,INVIMA,ETOMIDATO,ETOMIDATO,2mg/mL,,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Décima parte,,vital_unavailable,2026-09-23T20:51:23.579759,N01AX07,45373
CO,Colombia,INVIMA,ETOMIDATO,ETOMIDATO,20mg / Ampolla (10 mL),,Emulsión inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Décima parte,,vital_unavailable,2026-09-23T20:51:23.579776,N01AX07,45373
CO,Colombia,INVIMA,ETOSUXIMIDA,ETOSUXIMIDA,250mg/1U,,Cápsula,19.9.0.0.N10,Acta No. 16 de 2012,1E100160,vital_unavailable,2026-09-23T20:51:23.579794,N03AD01,655
CO,Colombia,INVIMA,ETOSUXIMIDA,ETOSUXIMIDA,50mg/mL,,Jarabe,19.9.0.0.N10,Acta No. 02 de 2021,1E103240,vital_unavailable,2026-09-23T20:51:23.579811,N03AD01,
CO,Colombia,INVIMA,EXTRACTOS ALERGÉNICOS (Alérgenos),EXTRACTOS ALERGÉNICOS (Alérgenos),,,,18.5.0.0.N20,Acta No. 12 de 2009,,vital_unavailable,2026-09-23T20:51:23.579830,,
CO,Colombia,INVIMA,FACTOR DE CRECIMIENTO EPIDÉRMICO HUMANO RECOMBINANTE + SULFADIAZINA DE PLATA,FACTOR DE CRECIMIENTO EPIDÉRMICO HUMANO RECOMBINANTE + SULFADIAZINA DE PLATA,1mg/1U + 1g/1U,,Crema,13.1.17.0.N10,Acta No. 16 de 2012,2F101989,vital_unavailable,2026-09-23T20:51:23.579848,,
CO,Colombia,INVIMA,FACTOR XIII,FACTOR XIII,250UI/1U,,Polvo liofilizado para reconstituir a solución inyectable,17.5.0.0.N10,Acta No. 29 de 2010,1F102356,vital_unavailable,2026-09-23T20:51:23.579865,B02BD07,119059
CO,Colombia,INVIMA,(FAMPRIDINA) 4-AMINOPIRIDINA,(FAMPRIDINA) 4-AMINOPIRIDINA,10mg,,Tableta de liberación prolongada,19.18.0.0.N100,Acta No.12 de 2025 SEMPB Cuarta parte,,vital_unavailable,2026-09-23T20:51:23.579882,A12BA01,
CO,Colombia,INVIMA,FELBAMATO,FELBAMATO,400mg/1U,,Tableta,19.9.0.0.N10,Acta No. 25 de 2005,1F102357,vital_unavailable,2026-09-23T20:51:23.579899,N03AX10,
CO,Colombia,INVIMA,FELBAMATO,FELBAMATO,600mg/1U,,Tableta,19.9.0.0.N10,Acta No. 25 de 2005,1F100169,vital_unavailable,2026-09-23T20:51:23.579917,N03AX10,44172
CO,Colombia,INVIMA,FENELZINA SULFATO,FENELZINA SULFATO,15mg/1U,,Tableta,19.10.0.0.N10,Acta No. 07 de 2010,1F100159,vital_unavailable,2026-09-23T20:51:23.579935,N06AF03,128732
CO,Colombia,INVIMA,FENILACETATO,FENILACETATO,100mg/1mL,,Solución inyectable,21.4.1.0.N30,Acta No. 25 de 2006,1F102409,vital_unavailable,2026-09-23T20:51:23.579953,,
CO,Colombia,INVIMA,FENILBUTIRATO,FENILBUTIRATO,500mg/1U,,Comprimido,21.4.1.0.N30,Acta No. 25 de 2006,,vital_unavailable,2026-09-23T20:51:23.579970,A16AX03,101184
CO,Colombia,INVIMA,FENILBUTIRATO,FENILBUTIRATO,"0,94mg/1mg",,Granulos,21.4.1.0.N30,Acta No. 25 de 2006,,vital_unavailable,2026-09-23T20:51:23.579987,A16AX03,
CO,Colombia,INVIMA,FENILBUTIRATO DE GLICEROL,FENILBUTIRATO DE GLICEROL,1100mg/1mL,,Solución oral,8.2.7.0.N50,Acta No. 04 de 2020 SEMNNIMB,,vital_unavailable,2026-09-23T20:51:23.580004,,
CO,Colombia,INVIMA,FENILBUTIRATO DE SODIO,FENILBUTIRATO DE SODIO,"0,483mg/1mg",,Granulos,8.2.7.0.N50,Acta No. 04 de 2020 SEMNNIMB,,vital_unavailable,2026-09-23T20:51:23.580020,N07XX01,
CO,Colombia,INVIMA,FENITOINA,FENITOINA,25mg/ml,,Suspensión oral,19.9.0.0.N10,Acta No. 01 de 2024 SEM Séptima parte,,vital_unavailable,2026-09-23T20:51:23.580037,N03AB02,
CO,Colombia,INVIMA,FENITOINA SÓDICA,FENITOINA SÓDICA,100mg,,Tableta,19.9.0.0.N10,Acta No. 01 de 2024 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.580053,N03AB02,27936
CO,Colombia,INVIMA,FENITOINA SÓDICA,FENITOINA SÓDICA,100mg,,Cápsula dura,19.9.0.0.N10,Acta No. 01 de 2024 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.580070,N03AB02,27936
CO,Colombia,INVIMA,FENTOLAMINA MESILATO PW,FENTOLAMINA MESILATO PW,40mg/1U,,Tableta,1.2.0.0.N20,Acta No. 37 de 2004,1F102359,vital_unavailable,2026-09-23T20:51:23.580088,C02AB01,
CO,Colombia,INVIMA,FENTOLAMINA MESILATO PW,FENTOLAMINA MESILATO PW,0.5mg/1U,,Tableta,1.2.0.0.N20,Acta No. 37 de 2004,1F102358,vital_unavailable,2026-09-23T20:51:23.580105,C02AB01,
CO,Colombia,INVIMA,FIBRINÓGENO HUMANO,FIBRINÓGENO HUMANO,1.5g/100mL,,Polvo para reconstituir a solución inyectable,17.5.0.0.N10,Acta No. 02 de 2019 SEM,1F100264,vital_unavailable,2026-09-23T20:51:23.580123,,
CO,Colombia,INVIMA,FISOSTIGMINA,FISOSTIGMINA,"0,4mg/1 mL",,Solución inyectable,20.0.0.0.N10,Acta No. 37 de 2004,1F102360,vital_unavailable,2026-09-23T20:51:23.580140,N07AA02,138037
CO,Colombia,INVIMA,FLUMAZENILO,FLUMAZENILO,"0,5 mg / Ampolla (5mL)",,Solución inyectable,20.0.0.0.N10,Acta No. 10 de 2025 SEM Tercera parte,,vital_unavailable,2026-09-23T20:51:23.580157,V03AB25,25941
CO,Colombia,INVIMA,FLUOROURACILO,FLUOROURACILO,25mg/1mL,,Solución inyectable,6.0.0.0.N10,Acta No. 33 de 2018 SEM,1F101721,vital_unavailable,2026-09-23T20:51:23.580175,L01BC02,
CO,Colombia,INVIMA,FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 780 DL50 DE VENENO DESHIDRATADO DE BOTHROPS SP + FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 220 DL50 DE VENENO DESHIDRATADO DE CROTALUS SP + FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 200 DL50 DE VENENO DESHIDRATADO DE LACHESIS SP,FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 780 DL50 DE VENENO DESHIDRATADO DE BOTHROPS SP + FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 220 DL50 DE VENENO DESHIDRATADO DE CROTALUS SP + FABOTERÁPICO POLIVALENTE ANTIOFÍDICO MODIFICADO POR DIGESTIÓN ENZIMÁTICA Y LIBRE DE ALBÚMINA CON UNA CAPACIDAD NEUTRALIZANTE DE 200 DL50 DE VENENO DESHIDRATADO DE LACHESIS SP,(30 mg + 15 mg + 15 mg)/10mL,,Polvo liofilizado para reconstituir a solución inyectable,18.1.2.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580193,,
CO,Colombia,INVIMA,FÓSFORO P-32,FÓSFORO P-32,3 mCi - 15 mCi,,Solución inyectable,14.0.0.0.N10,Acta No. 32 de 2007,,vital_unavailable,2026-09-23T20:51:23.580210,V10XX01,
CO,Colombia,INVIMA,GALACTOSIDASA BETA,GALACTOSIDASA BETA,35mg/7 mL,,Polvo para reconstituir,8.2.7.0.N150,Acta No. 37 de 2004,1G102364,vital_unavailable,2026-09-23T20:51:23.580228,,
CO,Colombia,INVIMA,GLOBULINAS NEUTRALIZANTES DE LOS GÉNEROS Bothrops + Botriechis y Porthidium,GLOBULINAS NEUTRALIZANTES DE LOS GÉNEROS Bothrops + Botriechis y Porthidium,700 mg / 100 mL,,Solución inyectable,18.1.2.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580245,,
CO,Colombia,INVIMA,GLUCONATO DE CALCIO AL 10%,GLUCONATO DE CALCIO AL 10%,600mg,,Solución inyectable,20.0.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580261,A12AA03,
CO,Colombia,INVIMA,GLUCONATO DE CALCIO AL 10%,GLUCONATO DE CALCIO AL 10%,520mg,,Solución inyectable,20.0.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580278,A12AA03,
CO,Colombia,INVIMA,GLUCONATO DE CALCIO AL 10%,GLUCONATO DE CALCIO AL 10%,940mg,,Solución inyectable,20.0.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580295,A12AA03,
CO,Colombia,INVIMA,GLUCONATO DE CALCIO AL 10%,GLUCONATO DE CALCIO AL 10%,"0,95g",,Solución inyectable,20.0.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580312,A12AA03,
CO,Colombia,INVIMA,GLUCONATO DE CALCIO AL 10%,GLUCONATO DE CALCIO AL 10%,"0,94g",,Solución inyectable,20.0.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580331,A12AA03,
CO,Colombia,INVIMA,GLUCONATO DE POTASIO (glucona delta lactona + hidróxido de potasio),GLUCONATO DE POTASIO (glucona delta lactona + hidróxido de potasio),"31,2g",,Solución oral,10.3.0.0.N10,Acta No. 21 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580351,,
CO,Colombia,INVIMA,GONADORELINA ACETATO,GONADORELINA ACETATO,100µg/1mL,,Solución inyectable,9.1.6.0.N10,Acta No. 48 de 2009,1G101952,vital_unavailable,2026-09-23T20:51:23.580369,H01CA01,51055
CO,Colombia,INVIMA,GONADOTROFINA CORIONICA HUMANA,GONADOTROFINA CORIONICA HUMANA,10000 UI/Ampolla,,Polvo liofilizado para reconstituir a solución inyectable,9.1.8.0.N10,Acta No.12 de 2025 SEMPB Cuarta parte,,vital_unavailable,2026-09-23T20:51:23.580385,G03GA01,6963
CO,Colombia,INVIMA,GONADOTROFINA CORIONICA HUMANA,GONADOTROFINA CORIONICA HUMANA,5000 UI/Ampolla,,Polvo liofilizado para reconstituir a solución inyectable,9.1.8.0.N10,Acta No.12 de 2025 SEMPB Cuarta parte,,vital_unavailable,2026-09-23T20:51:23.580403,G03GA01,6963
CO,Colombia,INVIMA,HEMINA HUMANA,HEMINA HUMANA,25mg/1mL,,Solución inyectable,17.5.0.0.N10,Acta No. 02 de 2017 SEM Segunda Parte,1H102008,vital_unavailable,2026-09-23T20:51:23.580420,,
CO,Colombia,INVIMA,HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),3µg / mL,,Suspensión Inyectable,18.1.1.0.N10,Acta No. 14 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580437,J07BC01,
CO,Colombia,INVIMA,HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),"10µg /dosis (0,5 mL)",,Suspensión Inyectable,18.1.1.0.N10,Acta No. 14 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580454,J07BC01,58327
CO,Colombia,INVIMA,HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),HEPATITIS B –VIRUS INACTIVADO- ANTÍGENO DE SUPERFICIE DEL VIRUS DE LA HEPATITIS B (HBsAg),40µg / dosis (1 mL),,Suspensión Inyectable,18.1.1.0.N10,Acta No. 14 de 2021 SEM,,vital_unavailable,2026-09-23T20:51:23.580473,J07BC01,83852
CO,Colombia,INVIMA,HIALURONIDASA,HIALURONIDASA,150 UI / Vial (1 mL),,Polvo liofilizado para reconstituir a solución inyectable,11.3.8.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580490,B06AA03,105481
CO,Colombia,INVIMA,HIDRALAZINA,HIDRALAZINA,20mg/1mL,,Solución inyectable,7.3.0.0.N10,Acta No. 40 de 2013,1H100029,vital_unavailable,2026-09-23T20:51:23.580510,C02DB02,
CO,Colombia,INVIMA,HIDROXICARBAMIDA (HIDROXIUREA),HIDROXICARBAMIDA (HIDROXIUREA),500mg,,Cápsula,17.9.0.0.N50,Acta No. 01 de 2024 SEM Novena parte,,vital_unavailable,2026-09-23T20:51:23.580527,L01XX05,2690
CO,Colombia,INVIMA,HIDROXICLOROQUINA,HIDROXICLOROQUINA,200mg/1U,,Tableta,5.2.0.0.N10,Acta No. 04 de 2020 SEM,1H101424,vital_unavailable,2026-09-23T20:51:23.580545,P01BA02,51
CO,Colombia,INVIMA,HIDROXICLOROQUINA,HIDROXICLOROQUINA,400mg/1U,,Tableta,5.2.0.0.N10,Acta No. 04 de 2020 SEM,,vital_unavailable,2026-09-23T20:51:23.580561,P01BA02,51
CO,Colombia,INVIMA,HORMONA LIBERADORA DE CORTICOTROPINA (CRH),HORMONA LIBERADORA DE CORTICOTROPINA (CRH),100µg/1mL,,Polvo liofilizado para reconstituir,1.2.0.0.N20,Acta No. 02 de 2010,1C102400,vital_unavailable,2026-09-23T20:51:23.580578,,
CO,Colombia,INVIMA,HORMONA LIBERADORA DE GONADOTROPINAS HIPOFISIARIAS HUMANAS LHRH,HORMONA LIBERADORA DE GONADOTROPINAS HIPOFISIARIAS HUMANAS LHRH,100μg/1mL,,Polvo liofilizado para reconstituir,9.1.6.0.N10,Acta No. 16 de 2012,1G102401,vital_unavailable,2026-09-23T20:51:23.580596,,
CO,Colombia,INVIMA,HORMONA PARATIROIDEA (ADNr),HORMONA PARATIROIDEA (ADNr),25µg/1U,,Polvo liofilizado para reconstituir a solución inyectable,8.2.6.0.N10,Acta No. 01 de 2018 SEMNNIMB Segunda Parte,1H102510,vital_unavailable,2026-09-23T20:51:23.580613,H05AA02,
CO,Colombia,INVIMA,HORMONA PARATIROIDEA (ADNr),HORMONA PARATIROIDEA (ADNr),50µg/1U,,Polvo liofilizado para reconstituir a solución inyectable,8.2.6.0.N10,Acta No. 01 de 2018 SEMNNIMB Segunda Parte,1H100714,vital_unavailable,2026-09-23T20:51:23.580631,H05AA02,
CO,Colombia,INVIMA,HORMONA PARATIROIDEA (ADNr),HORMONA PARATIROIDEA (ADNr),75µg/1U,,Polvo liofilizado para reconstituir a solución inyectable,8.2.6.0.N10,Acta No. 01 de 2018 SEMNNIMB Segunda Parte,1H102315,vital_unavailable,2026-09-23T20:51:23.580648,H05AA02,
CO,Colombia,INVIMA,HORMONA PARATIROIDEA (ADNr),HORMONA PARATIROIDEA (ADNr),100µg/1U,,Polvo liofilizado para reconstituir a solución inyectable,8.2.6.0.N10,Acta No. 01 de 2018 SEMNNIMB Segunda Parte,1H102511,vital_unavailable,2026-09-23T20:51:23.580666,H05AA02,
CO,Colombia,INVIMA,IFOSFAMIDA,IFOSFAMIDA,1g/vial,,Polvo esteril para reconstituir a solución inyectable,6.0.0.0.N10,Acta No. 07 de 2026 SEMPB Primera parte,,vital_unavailable,2026-09-23T20:51:23.580683,L01AA06,14818
CO,Colombia,INVIMA,IFOSFAMIDA,IFOSFAMIDA,2g/vial,,Polvo esteril para reconstituir a solución inyectable,6.0.0.0.N10,Acta No. 07 de 2026 SEMPB Primera parte,,vital_unavailable,2026-09-23T20:51:23.580699,L01AA06,14826
CO,Colombia,INVIMA,INHIBIDOR C1 ESTERASA,INHIBIDOR C1 ESTERASA,500UI/1U,,Polvo liofilizado para reconstituir a solución inyectable,7.9.0.0.N100,Acta No. 05 de 2020 SEM,1I100012,vital_unavailable,2026-09-23T20:51:23.580716,B06AC01,212725
CO,Colombia,INVIMA,"INMUNOGLOBULINAS ESPECÍFICAS NEUTRALIZANTES DEL VENENO DE LAS ESPECIES MICRURUS DUMERILII, MICRURUS MIPARTITUS, MICRURUS ISOZONUS Y MICRURUS SURINAMENSIS.","INMUNOGLOBULINAS ESPECÍFICAS NEUTRALIZANTES DEL VENENO DE LAS ESPECIES MICRURUS DUMERILII, MICRURUS MIPARTITUS, MICRURUS ISOZONUS Y MICRURUS SURINAMENSIS.",2mg / 10 mL,,Solución inyectable,18.1.2.0.N10,Acta No. 04 de 2022 SEM,,vital_unavailable,2026-09-23T20:51:23.580733,,
CO,Colombia,INVIMA,INMUNOGLOBULINAS ESPECIFICAS NEUTRALIZANTES DEL VENENO DE SERPIENTES DE LOS GENEROS CROTALUS Y BOTHROPS,INMUNOGLOBULINAS ESPECIFICAS NEUTRALIZANTES DEL VENENO DE SERPIENTES DE LOS GENEROS CROTALUS Y BOTHROPS,(10 mg + 70 mg)/ 10 mL,,Solución inyectable,18.1.2.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580750,,
CO,Colombia,INVIMA,INMUNOGLOBULINAS DE ORIGEN EQUINO (IGG) CAPACES DE NEUTRALIZAR COMO MÍNIMO: VENENO DE Bothrops atrox+ VENENO DE Bothrops asper + VENENO DE Lachesis muta + VENENO DE Crotalus durissus,INMUNOGLOBULINAS DE ORIGEN EQUINO (IGG) CAPACES DE NEUTRALIZAR COMO MÍNIMO: VENENO DE Bothrops atrox+ VENENO DE Bothrops asper + VENENO DE Lachesis muta + VENENO DE Crotalus durissus,25mg + 25mg + 10mg + 10mg / Vial,,Polvo liofilizado para reconstituir a solución inyectable,18.1.2.0.N10,Acta No. 04 de 2023 SEM Segunda parte  / Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580767,,
CO,Colombia,INVIMA,INMUNOGLOBULINAS DE ORIGEN EQUINO (IGG) CAPACES DE NEUTRALIZAR COMO MÍNIMO: VENENO DE Bothrops atrox+ VENENO DE Bothrops asper + VENENO DE Lachesis muta + VENENO DE Crotalus durissus,INMUNOGLOBULINAS DE ORIGEN EQUINO (IGG) CAPACES DE NEUTRALIZAR COMO MÍNIMO: VENENO DE Bothrops atrox+ VENENO DE Bothrops asper + VENENO DE Lachesis muta + VENENO DE Crotalus durissus,25 mg + 25 mg + 5 mg + 10 mg / Vial,,Polvo liofilizado para reconstituir a solución inyectable,18.1.2.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.580784,,
CO,Colombia,INVIMA,INMUNOGLOBULINA HUMANA ANTIVARICELA ZOSTER,INMUNOGLOBULINA HUMANA ANTIVARICELA ZOSTER,25UI/1mL,,Solución inyectable,18.2.0.0.N10,Acta No. 07 de 2014,1I100100,vital_unavailable,2026-09-23T20:51:23.580801,,
CO,Colombia,INVIMA,INMUNOGLOBULINA HUMANA NORMAL,INMUNOGLOBULINA HUMANA NORMAL,750 mg/Vial,,Solución inyectable,18.2.0.0.N10,Acta No. 06 de 2020 SEM / Acta 02 de 2026 Tercera parte SEMPB,,vital_unavailable,2026-09-23T20:51:23.580818,J06BA01,
CO,Colombia,INVIMA,INMUNOGLOBULINA HUMANA NORMAL (INMUNOGLOBULINA G (IGG) >98%),INMUNOGLOBULINA HUMANA NORMAL (INMUNOGLOBULINA G (IGG) >98%),20g/200mL (Vial),,Solución inyectable,18.2.0.0.N10,Acta No. 06 de 2020 SEM / Acta 02 de 2026 Tercera parte SEMPB,,vital_unavailable,2026-09-23T20:51:23.580834,J06BA01,
CO,Colombia,INVIMA,INOTERSEN SODICO**,INOTERSEN SODICO**,200mg/mL,,Solución inyectable,8.2.7.0.N260,Acta No. 07 de 2022 SEM,,vital_unavailable,2026-09-23T20:51:23.580851,N07XX15,
CO,Colombia,INVIMA,INSULINA HUMANA ISÓFANA,INSULINA HUMANA ISÓFANA,100UI/1mL,,Suspensión inyectable,8.2.3.0.N10,Acta No. 01 de 2024 SEM Novena parte,,vital_unavailable,2026-09-23T20:51:23.580867,A10AC01,29998
CO,Colombia,INVIMA,INSULINA HUMANA SOLUBLE NEUTRA (REGULAR),INSULINA HUMANA SOLUBLE NEUTRA (REGULAR),100 UI/1mL,,Solución inyectable,8.2.3.0.N10,Acta No. 01 de 2024 SEM Novena parte,,vital_unavailable,2026-09-23T20:51:23.580884,A10AB01,97314
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,5MUI/1 mL,,Polvo liofilizado para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102757,vital_unavailable,2026-09-23T20:51:23.580902,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,18MUI/1mL,,Polvo liofilizado para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102758,vital_unavailable,2026-09-23T20:51:23.580920,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,25MUI/1mL,,Polvo liofilizado para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102759,vital_unavailable,2026-09-23T20:51:23.580938,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,6MUI/1mL,,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102760,vital_unavailable,2026-09-23T20:51:23.580956,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,10MUI/1mL,,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102761,vital_unavailable,2026-09-23T20:51:23.580973,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,15MUI/1mL,,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102762,vital_unavailable,2026-09-23T20:51:23.580991,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,30MUI/1mL,,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102763,vital_unavailable,2026-09-23T20:51:23.581008,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN α-2B,INTERFERÓN α-2B,60MUI/1mL,,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1I102764,vital_unavailable,2026-09-23T20:51:23.581026,L03AB05,118672
CO,Colombia,INVIMA,INTERFERÓN HUMANO RECOMBINANTE GAMMA-1-b,INTERFERÓN HUMANO RECOMBINANTE GAMMA-1-b,"0,1mg / Vial (0,5 mL) (2.000.000 UI).",,Solución inyectable,18.5.0.0.N40,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581042,L03AB03,37362
CO,Colombia,INVIMA,ISONIAZIDA,ISONIAZIDA,100mg/5 mL,,Jarabe,4.1.1.4.N10,Acta No. 04 de 2023 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.581059,J04AC01,
CO,Colombia,INVIMA,ISONIAZIDA,ISONIAZIDA,500mg,,Polvo para solución para perfusión,4.1.1.4.N10,Acta No. 06 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.581075,J04AC01,
CO,Colombia,INVIMA,ISOPROTERENOL CLORHIODRATO,ISOPROTERENOL CLORHIODRATO,"0,2mg/1mL",,Solución inyectable,7.4.0.0.N10,Acta No. 06 de 2018 SEM,1I100713,vital_unavailable,2026-09-23T20:51:23.581093,C01CA07,
CO,Colombia,INVIMA,LAMIVUDINA + NEVIRAPINA + ZIDOVUDINA,LAMIVUDINA + NEVIRAPINA + ZIDOVUDINA,150mg + 200 mg + 300 mg,,Tableta dispersable,4.1.3.0.N30,Acta No. 04 de 2023 SEM Tercera parte,,vital_unavailable,2026-09-23T20:51:23.581109,,
CO,Colombia,INVIMA,LARONIDASA,LARONIDASA,100 U/1mL,,Solución inyectable,8.2.7.0.N80,Acta No. 16 de 2012,,vital_unavailable,2026-09-23T20:51:23.581126,A16AB05,75175
CO,Colombia,INVIMA,L- ASPARAGINASA (AISLADA DE E COLI),L- ASPARAGINASA (AISLADA DE E COLI),10.000UI / Vial,,Polvo liofilizado para reconstituir a solución inyectable,6.0.0.0.N10,Acta No. 08 de 2021,,vital_unavailable,2026-09-23T20:51:23.581142,L01XX02,137561
CO,Colombia,INVIMA,L-BUPIVACAINA CLORHIDRATO ANHIDRA + EPINEFRINA BITARTRATO,L-BUPIVACAINA CLORHIDRATO ANHIDRA + EPINEFRINA BITARTRATO,"7,5mg + 5μg/1 mL",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Segunda Parte,2B102507,vital_unavailable,2026-09-23T20:51:23.581159,,
CO,Colombia,INVIMA,L-CARNITINA,L-CARNITINA,330mg/1U,,Tableta,8.2.7.0.N10,"Acta No. 23 de 2010
Acta No. 11 de  2013",1C102369,vital_unavailable,2026-09-23T20:51:23.581176,A16AA01,24716
CO,Colombia,INVIMA,L-CARNITINA,L-CARNITINA,500mg/1U,,Tableta,8.2.7.0.N10,"Acta No. 23 de 2010
Acta No. 11  de  2013",1C102370,vital_unavailable,2026-09-23T20:51:23.581194,A16AA01,
CO,Colombia,INVIMA,L-CARNITINA,L-CARNITINA,1g/1U,,Tableta,8.2.7.0.N10,"Acta No. 23 de 2010
Acta No. 11  de  2013",1C102368,vital_unavailable,2026-09-23T20:51:23.581211,A16AA01,
