country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,notes,scraped_at
NO,Norway,DMP,"Valaciclovir Sandoz 500 mg tablett, filmdrasjert, 42 stk blisterpakning",valaciklovirhydroklorid,,,,,2025-08-05,2025-09-23,resolved,Tillatelse til salg av utenlandske pakninger / Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ursochol 250 mg kapsel, hard, 100 stk blisterpakning",ursodeoksykolsyre,,,,,2025-11-07,2025-12-05,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Cytotec 0,2 mg tablett, 100 stk blisterpakning",misoprostol,,,A02BB01,,2025-09-01,2025-11-21,resolved,Grossister (og apotek) har tilstrekkelig lager / Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Estradot 50 mikrog/24 timer depotplaster, 24x1 stk foliepose",østradiolhemihydrat,,,,,2025-08-20,2025-12-08,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ivabradine Accord 5 mg tablett, filmdrasjert, 112x1 stk endoseblisterpakning",ivabradinhydroklorid,,,,,2025-07-31,2026-01-01,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ivabradine Accord 7,5 mg tablett, filmdrasjert, 112x1 stk endoseblisterpakning",ivabradinhydroklorid,,,,,2025-07-31,2026-01-01,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Inegy 10 mg/40 mg tablett, 98 stk blisterpakning","ezetimib, simvastatin",,,,,2025-08-04,2025-12-17,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"AviPro AE  suspensjon til bruk i drikkevann, 10x1000 doser hetteglass","fugleencefalomyelittvirus, stamme calnek 1143, levende",,,,,2025-07-25,2026-06-05,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Virafosc 24 mg/ml infusjonsvæske, oppløsning, 250 ml flaske av glass",foskarnetnatriumheksahydrat,,,,,2025-08-17,2025-12-01,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Darunavir Accord 600 mg tablett, filmdrasjert, 60 stk boks",darunavirpropylenglykolat,,,J05AE10,,2025-07-07,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Darunavir Accord 800 mg tablett, filmdrasjert, 30 stk boks",darunavirpropylenglykolat,,,J05AE10,,2025-07-07,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Toradol 30 mg/ml injeksjonsvæske, oppløsning, 5x1 ml ampulle av glass",ketorolaktrometamol,,,B05BB03,,2025-07-01,2025-12-19,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Darunavir Krka 800 mg tablett, filmdrasjert, 30 stk boks av plast",darunavir,,,J05AE10,,2025-07-11,2026-05-14,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Revatio 20 mg tablett, filmdrasjert, 90 stk blisterpakning",sildenafilsitrat,,,G04BE03,,2025-07-15,2026-01-15,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Durogesic 12 mikrog/time depotplaster, 5x1 stk foliepose",fentanyl,,,N02AB03,,2025-07-08,2025-12-31,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ebixa 5 mg/pumpetrykk mikstur, oppløsning, 50 ml flaske av glass",memantinhydroklorid,,,,,2025-10-06,2025-12-19,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Libromide 325 mg tablett, 100 stk beholder av plast",kaliumbromid,,,,,2025-07-03,2026-08-13,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Quetiapine Accord 150 mg depottablett, 100 stk blisterpakning",kvetiapinfumarat,,,,,2025-08-01,2026-02-25,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Quetiapine Accord 50 mg depottablett, 100 stk blisterpakning",kvetiapinfumarat,,,,,2025-10-01,2026-04-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"AviPro AE  suspensjon til bruk i drikkevann, 10x2500 doser hetteglass","fugleencefalomyelittvirus, stamme calnek 1143, levende",,,,,2025-07-02,2026-06-05,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Relpax 40 mg tablett, filmdrasjert, 18x1 stk endoseblisterpakning",eletriptanhydrobromid,,,N02CC06,,2025-09-15,2025-12-15,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig / Behandling med annet virkestoff bør vurderes",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Diovan 80 mg tablett, filmdrasjert, 98 stk blisterpakning",valsartan,,,C09CA03,,2025-12-18,2026-02-26,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Hibiscrub 40 mg/ml liniment, oppløsning, 500 ml flaske av plast",klorheksidindiglukonat,,,,,2025-06-04,2025-12-31,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Atomoxetine Medical Valley  10 mg kapsel, hard, 28 stk blisterpakning",atomoksetinhydroklorid,,,,,2025-06-24,2026-03-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Atomoxetine Medical Valley  18 mg kapsel, hard, 28 stk blisterpakning",atomoksetinhydroklorid,,,,,2025-06-24,2026-05-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Quetiapine Medical Valley 150 mg depottablett, 100 stk blisterpakning",kvetiapinfumarat,,,,,2025-06-24,2026-12-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Quetiapine Medical Valley 300 mg depottablett, 100 stk blisterpakning",kvetiapinfumarat,,,,,2025-06-24,2026-12-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Taptiqom 15 mikrog/ml/5 mg/ml øyedråper, oppløsning i endosebeholder, 30x0,3 ml endosebeholder","tafluprost, timololmaleat",,,S01EE05,,2025-08-24,2026-06-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Bricanyl 0,5 mg/ml injeksjonsvæske, oppløsning, 10x1 ml ampulle",terbutalinsulfat,,,,,2025-06-20,2025-12-22,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Nitroglycerin Orifarm 0,5 mg sublingvaltablett, 100 stk tablettbeholder av mørkt glass",glyseryltrinitrat,,,,,2025-09-01,2025-12-05,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Nitroglycerin Orifarm 0,5 mg sublingvaltablett, 25 stk tablettbeholder av mørkt glass",glyseryltrinitrat,,,,,2025-06-20,2025-12-05,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Pro-Epanutin 75 mg/ml konsentrat til injeksjons-/infusjonsvæske, oppløsning, 10x10 ml hetteglass",fosfenytoindinatrium,,,,,2025-08-01,2026-04-30,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Aripiprazole Accord 5 mg tablett, 28x1 stk endoseblisterpakning",aripiprazol,,,N05AX12,,2025-12-31,2026-01-25,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Bricanyl 0,5 mg/ml injeksjonsvæske, oppløsning, 10x1 ml ampulle",terbutalinsulfat,,,,,2025-08-04,2026-01-31,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fosaprepitant Accord 150 mg pulver til infusjonsvæske, oppløsning, 10 ml hetteglass",fosaprepitantdimeglumin,,,A04AD12,,2025-08-15,2026-02-28,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Zubsolv 2,9 mg/0,71 mg sublingvaltablett, 28 stk blisterpakning","buprenorfinhydroklorid, naloksonhydrokloriddihydrat",,,,,2025-06-17,2026-05-01,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Lidocaine Accord 20 mg/ml injeksjonsvæske, oppløsning, 20 ml hetteglass",lidokainhydroklorid,,,,,2025-06-15,2026-05-01,shortage,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig / Likeverdig alternativ tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Tolvaptan Accord 7,5 mg tablett, 10x1 stk endoseblisterpakning",tolvaptan,,,C03XA01,,2025-09-01,2026-02-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Kenacort-T 40 mg/ml injeksjonsvæske, suspensjon, 1 ml hetteglass",triamcinolonacetonid,,,D07AB09,,2025-08-04,2025-10-20,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Aservo Equihaler 343 mikrog/aktivering inhalasjonsvæske, oppløsning, 140 aktivering inhalator",ciklesonid,,,,,2024-09-20,2026-06-13,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Deferasirox Accord 180 mg tablett, filmdrasjert, 90x1 stk endoseblisterpakning",deferasiroks,,,,,2025-07-15,2025-12-28,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Britaject 5 mg/ml infusjonsvæske, oppløsning i ferdigfylt sprøyte, 5x10 ml ferdigfylt sprøyte",apomorfinhydrokloridhemihydrat,,,,,2025-06-02,2025-12-31,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 0,4 mg pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 7x0,4 mg tokammersprøyte",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 0,8 mg pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 7x0,8 mg tokammersprøyte",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 1 mg pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 7x1 mg tokammersprøyte",somatropin,,,H01AC01,,2025-06-23,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 1,4 mg pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 7x1,4 mg tokammersprøyte",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 1,6 mg pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 7x1,6 mg tokammersprøyte",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 12 mg pulver og væske til injeksjonsvæske, oppløsning, 5x12 mg tokammerampulle til penn",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 5 mg pulver og væske til injeksjonsvæske, oppløsning, 5x5 mg ferdigfylt penn, goquick",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Genotropin 5 mg pulver og væske til injeksjonsvæske, oppløsning, 5x5 mg tokammerampulle til penn",somatropin,,,H01AC01,,2025-07-01,2026-04-30,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ozalin 2 mg/ml mikstur, oppløsning i endosebeholder, 10x5 ml ampulle av glass",midazolam,,,N05CD08,,2025-09-05,2026-07-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Synalar med Chinoform 0,25 mg/g/30 mg/g krem, 15 g tube","fluocinolonacetonid, kliokinol",,,,,2025-07-01,2026-05-31,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Britaject 10 mg/ml injeksjonsvæske, oppløsning i ferdigfylt penn, 5x3 ml ferdigfylt penn",apomorfinhydrokloridhemihydrat,,,,,2025-06-02,2025-12-31,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Pergosafe 0,5 mg tablett, filmdrasjert, 160 stk blisterpakning",pergolidmesilat,,,,,2025-06-06,2025-12-31,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Pergosafe 1 mg tablett, filmdrasjert, 160 stk blisterpakning",pergolidmesilat,,,,,2025-06-06,2025-12-31,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Takrolimus Accord 0,1 % salve, 10 g tube",takrolimusmonohydrat,,,,,2025-06-04,2026-08-01,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Evista 60 mg tablett, filmdrasjert, 84 stk blisterpakning",raloksifenhydroklorid,,,,,2025-05-01,2027-08-31,shortage,Ingen tiltak iverksatt,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fampridine Accord 10 mg depottablett, 28x1 stk endoseblisterpakning",fampridin,,,,,2025-06-15,2026-05-01,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fampridine Accord 10 mg depottablett, 56x1 stk endoseblisterpakning",fampridin,,,,,2025-06-15,2026-01-31,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Aldara 5 % krem, 12x1 stk dosepose",imikvimod,,,,,2025-07-01,2026-01-27,resolved,"Grossister (og apotek) har tilstrekkelig lager / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Atenolol Viatris 100 mg tablett, filmdrasjert, 2x49 stk blisterpakning",atenolol,,,C07AB03,,2025-06-02,2025-12-31,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fixopost 50 mikrog/ml/5 mg/ml øyedråper, oppløsning i endosebeholder, 30x0,2 ml endosebeholder","latanoprost, timololmaleat",,,S01EE01,,2025-06-01,2026-04-14,shortage,Tilgjengelig legemiddel innen samme byttegruppe / Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"NovoRapid PumpCart 100 E/ml injeksjonsvæske, oppløsning, 5x1,6 ml sylinderampulle",insulin aspart,,,A10AB05,,2025-09-18,2026-03-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig / Behandling med annet virkestoff bør vurderes",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Hydroxyzine Orifarm 10 mg tablett, filmdrasjert, 100 stk blisterpakning",hydroksyzinhydroklorid,,,,,2025-05-23,2026-03-13,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Meloxidolor 5 mg/ml injeksjonsvæske, oppløsning, 20 ml hetteglass",meloksikam,,,,,2025-05-16,2026-03-27,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Sporimune Vet 50 mg/ml mikstur, oppløsning, 100 ml flaske av glass",ciklosporin,,,,,2025-06-06,2025-12-03,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Lyrica 25 mg kapsel, hard, 56 stk blisterpakning",pregabalin,,,N02BF02,,2025-05-19,2025-12-11,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Bupropion hydrochloride Teva 300 mg tablett med modifisert frisetting, 90 stk blisterpakning",bupropionhydroklorid,,,N06AX12,,2025-05-14,2026-06-30,shortage,"Tilgjengelig legemiddel innen samme byttegruppe / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Stronghold Plus 60 mg/dose/10 mg/dose påflekkingsvæske, oppløsning, 3x1 ml pipette","sarolaner, selamektin",,,,,2025-05-12,2026-02-28,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Caredin 2,5 mg smeltetablett, 30 stk blisterpakning",desloratadin,,,R06AX27,,2025-05-31,2030-12-01,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Credelio 450 mg tyggetablett, 6 stk blisterpakning",lotilaner,,,,,2025-05-13,2026-01-30,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Teofyllin Aurora Medical 200 mg depottablett, 90 stk blisterpakning",teofyllin,,,,,2025-05-13,2026-06-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Teofyllin Aurora Medical 300 mg depottablett, 90 stk blisterpakning",teofyllin,,,,,2025-05-13,2026-06-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Atosiban SUN 6,75 mg/0,9 ml injeksjonsvæske, oppløsning, 0,9 ml hetteglass",atosibanacetat,,,G02CX01,,2025-07-09,2026-04-30,shortage,Ingen tiltak iverksatt,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fontex 20 mg dispergerbar tablett, 100 stk blisterpakning",fluoksetinhydroklorid,,,,,2025-12-01,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Strattera 4 mg/ml mikstur, oppløsning, 100 ml flaske av glass",atomoksetinhydroklorid,,,,,2025-12-01,2026-12-31,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Valtrex 500 mg tablett, filmdrasjert, 42 stk blisterpakning",valaciklovirhydroklorid,,,,,2025-05-23,2025-11-07,resolved,Tillatelse til salg av utenlandske pakninger / Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Anafranil 25 mg tablett, drasjert, 100 stk blisterpakning",klomipraminhydroklorid,,,,,2025-05-10,2026-01-31,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Selexid 400 mg tablett, filmdrasjert, 15 stk blisterpakning",pivmecillinamhydroklorid,,,J01CA08,,2025-06-30,2026-06-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Drontal vet 230 mg/20 mg tablett, 2 stk blisterpakning","prazikvantel, pyrantel",,,,,2025-12-02,2027-03-01,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Profender 60 mg/15 mg påflekkingsvæske, oppløsning, 2x0,7 ml pipette","emodepsid, prazikvantel",,,,,2025-05-29,2025-12-22,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Caloket 30 mg/ml injeksjons-/infusjonsvæske, oppløsning, 6x1 ml ampulle av glass",ketorolaktrometamol,,,B05BB03,,2025-04-24,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Dacarbazine Lipomed 500 mg pulver til infusjonsvæske, oppløsning, 500 mg hetteglass",dakarbazin,,,,,2025-05-01,2025-12-31,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Profender 30 mg/7,5 mg påflekkingsvæske, oppløsning, 2x0,35 ml pipette","emodepsid, prazikvantel",,,,,2025-04-11,2025-12-22,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Theo-Dur 300 mg depottablett, 100 stk boks",teofyllin,,,,,2025-05-17,2026-09-20,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fingolimod Accord 0,5 mg kapsel, hard, 28x1 stk endoseblisterpakning",fingolimodhydroklorid,,,L04AE01,,2025-04-01,2026-01-01,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Bosentan Accord 62,5 mg tablett, filmdrasjert, 56 stk blisterpakning",bosentanmonohydrat,,,C02KX01,,2025-04-02,2026-01-01,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Entecavir Viatris 0,5 mg tablett, filmdrasjert, 30 stk blisterpakning",entekavirmonohydrat,,,,,2025-05-01,2027-03-31,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Stilnoct 10 mg tablett, filmdrasjert, 14 stk blisterpakning",zolpidemtartrat,,,N05CF02,,2025-03-24,2025-11-25,resolved,Tilgjengelig legemiddel innen samme byttegruppe / Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Tigecycline Accord 50 mg pulver til infusjonsvæske, oppløsning, 10 stk hetteglass",tigesyklin,,,,,2025-04-17,2025-11-01,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Tarceva 100 mg tablett, filmdrasjert, 30 stk blisterpakning",erlotinibhydroklorid,,,L01EB02,,2025-02-01,2026-03-31,shortage,Ingen tiltak iverksatt,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Tarceva 150 mg tablett, filmdrasjert, 30 stk blisterpakning",erlotinibhydroklorid,,,L01EB02,,2025-03-20,2026-03-31,shortage,Ingen tiltak iverksatt,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Zypadhera 210 mg pulver og væske til depotinjeksjonsvæske, suspensjon, 210 mg hetteglass",olanzapinembonatmonohydrat,,,N05AH03,,2025-03-18,2026-01-16,resolved,Tillatelse til salg av utenlandske pakninger / Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Zypadhera 300 mg pulver og væske til depotinjeksjonsvæske, suspensjon, 3 ml hetteglass",olanzapinembonatmonohydrat,,,N05AH03,,2025-03-18,2026-05-31,shortage,Tillatelse til salg av utenlandske pakninger / Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Zypadhera 405 mg pulver og væske til depotinjeksjonsvæske, suspensjon, 3 ml hetteglass",olanzapinembonatmonohydrat,,,N05AH03,,2025-03-18,2026-05-31,shortage,Tillatelse til salg av utenlandske pakninger / Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Dridol 2,5 mg/ml injeksjonsvæske, oppløsning, 10x1 ml ampulle av glass",droperidol,,,N05AD08,,2025-03-20,2025-12-31,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.608237
NO,Norway,DMP,"Fluorouracil Accord 50 mg/ml injeksjons-/infusjonsvæske, oppløsning, 10 ml hetteglass",fluorouracilnatrium,,,L01BC02,,2025-03-17,2026-03-17,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Plegicil Vet 35 mg/ml oralgel, 10 ml ferdigfylt sprøyte",acepromazinmaleat,,,,,2025-04-01,2025-12-18,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Sedanine vet 35 mg/ml oralgel, 10 ml flaske av glass",acepromazinmaleat,,,,,2025-05-01,2026-06-30,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Enalapril Krka 20 mg tablett, 100x1 stk endoseblisterpakning",enalaprilmaleat,,,C09AA02,,2025-04-14,2026-04-01,shortage,Grossister (og apotek) har tilstrekkelig lager / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Enalapril Krka 5 mg tablett, 30 stk blisterpakning",enalaprilmaleat,,,C09AA02,,2025-03-06,2026-04-01,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Ivemend 150 mg pulver til infusjonsvæske, oppløsning, 150 mg hetteglass",fosaprepitantdimeglumin,,,A04AD12,,2025-02-28,2027-01-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Valbazen vet 19 mg/ml mikstur, suspensjon, 2500 ml beholder av plast",albendazol,,,P02CA03,,2025-02-17,2026-03-23,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Duokopt 20 mg/ml/5 mg/ml øyedråper, oppløsning, 3x5 ml flaske","dorzolamidhydroklorid, timololmaleat",,,S01ED51,,2025-03-15,2026-06-15,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Durogesic 25 mikrog/time depotplaster, 5 stk eske",fentanyl,,,N02AB03,,2025-07-07,2025-12-31,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Durogesic 50 mikrog/time depotplaster, 5 stk eske",fentanyl,,,N02AB03,,2025-07-08,2025-12-31,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Menopur 1 200 IU injeksjonsvæske, oppløsning i ferdigfylt penn, 1 stk ferdigfylt penn",menotropin,,,,,2025-02-14,2027-08-31,shortage,Likeverdig alternativ tilgjengelig / Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.608237
NO,Norway,DMP,"Zaditen 0,25 mg/ml øyedråper, oppløsning, 5 ml flaske av plast med dråpespiss",ketotifenhydrogenfumarat,,,S01GX08,,2025-02-11,2026-04-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.608237
